task_id,field,A_value,B_value,delta,A_source_function,B_source_function
Q2-003,transport_energy,2.368728646438021,2.368728646438021,0.0,eval_A,eval_B
Q2-003,total_energy,2.5273392683082156,2.5273392683082156,0.0,eval_A,eval_B
Q2-004,start_time,18000.0,18000.0,0.0,eval_A,eval_B
Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
Q2-004,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-004,deadline_slack,-15888.930586707284,-15888.930586707284,0.0,eval_A,eval_B
Q2-004,late_box_count,2,2,0.0,eval_A,eval_B
Q2-004,late_flag,True,True,0.0,eval_A,eval_B
Q2-004,transport_resource_interval,"[18000.0,20111.041173414567)","[18000.0,20111.041173414567)",0.0,eval_A,eval_B
Q2-004,relay_resource_interval,"[17820.0,20411.041173414567)","[17820.0,20411.041173414567)",0.0,eval_A,eval_B
Q2-004,service_resource_interval,"[19092.930586707284,19488.930586707284)","[19092.930586707284,19488.930586707284)",0.0,eval_A,eval_B
Q2-004,battery_resource_interval,"[18000.0,22650.88521606678)","[18000.0,22650.88521606678)",0.0,eval_A,eval_B
Q2-004,relay_energy,0.158610621870195,0.158610621870195,0.0,eval_A,eval_B
Q2-004,transport_energy,6.300962619023563,6.300962619023563,0.0,eval_A,eval_B
Q2-004,total_energy,6.459573240893758,6.459573240893758,0.0,eval_A,eval_B
Q2-005,start_time,12960.0,12960.0,0.0,eval_A,eval_B
Q2-005,arrival_time,14038.13826611029,14038.13826611029,0.0,eval_A,eval_B
Q2-005,completion_time,14248.13826611029,14248.13826611029,0.0,eval_A,eval_B
Q2-005,hard_deadline,,,,eval_A,eval_B
Q2-005,deadline_slack,,,,eval_A,eval_B
Q2-005,late_box_count,0,0,0.0,eval_A,eval_B
Q2-005,late_flag,False,False,0.0,eval_A,eval_B
Q2-005,transport_resource_interval,"[12960.0,14980.329865553917)","[12960.0,14980.329865553917)",0.0,eval_A,eval_B
Q2-005,relay_resource_interval,"[12780.0,15280.329865553917)","[12780.0,15280.329865553917)",0.0,eval_A,eval_B
Q2-005,service_resource_interval,"[14038.13826611029,14248.13826611029)","[14038.13826611029,14248.13826611029)",0.0,eval_A,eval_B
Q2-005,battery_resource_interval,"[12960.0,16697.25417127768)","[12960.0,16697.25417127768)",0.0,eval_A,eval_B
Q2-005,relay_energy,0.1551090793163087,0.1551090793163087,0.0,eval_A,eval_B
Q2-005,transport_energy,2.423671474747147,2.423671474747147,0.0,eval_A,eval_B
Q2-005,total_energy,2.5787805540634556,2.5787805540634556,0.0,eval_A,eval_B
Q2-006,start_time,4500.0,4500.0,0.0,eval_A,eval_B
Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
Q2-006,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
Q2-006,deadline_slack,1054.5910441924443,1054.5910441924443,0.0,eval_A,eval_B
Q2-006,late_box_count,0,0,0.0,eval_A,eval_B
Q2-006,late_flag,False,False,0.0,eval_A,eval_B
Q2-006,transport_resource_interval,"[4500.0,6935.897911615111)","[4500.0,6935.897911615111)",0.0,eval_A,eval_B
Q2-006,relay_resource_interval,"[4320.0,7235.897911615111)","[4320.0,7235.897911615111)",0.0,eval_A,eval_B
Q2-006,service_resource_interval,"[5749.408955807556,6145.408955807556)","[5749.408955807556,6145.408955807556)",0.0,eval_A,eval_B
Q2-006,battery_resource_interval,"[4500.0,9481.670128696533)","[4500.0,9481.670128696533)",0.0,eval_A,eval_B
Q2-006,relay_energy,0.1551090793163087,0.1551090793163087,0.0,eval_A,eval_B
Q2-006,transport_energy,6.322851263069863,6.322851263069863,0.0,eval_A,eval_B
Q2-006,total_energy,6.477960342386171,6.477960342386171,0.0,eval_A,eval_B
Q2-007,start_time,5460.0,5460.0,0.0,eval_A,eval_B
Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
Q2-007,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
Q2-007,deadline_slack,154.43601195901738,154.43601195901738,0.0,eval_A,eval_B
Q2-007,late_box_count,0,0,0.0,eval_A,eval_B
Q2-007,late_flag,False,False,0.0,eval_A,eval_B
Q2-007,transport_resource_interval,"[5460.0,7765.187976081966)","[5460.0,7765.187976081966)",0.0,eval_A,eval_B
Q2-007,relay_resource_interval,"[5280.0,8065.187976081966)","[5280.0,8065.187976081966)",0.0,eval_A,eval_B
Q2-007,service_resource_interval,"[6649.563988040983,7045.563988040983)","[6649.563988040983,7045.563988040983)",0.0,eval_A,eval_B
Q2-007,battery_resource_interval,"[5460.0,10271.440789441118)","[5460.0,10271.440789441118)",0.0,eval_A,eval_B
Q2-007,relay_energy,0.16512771606684626,0.16512771606684626,0.0,eval_A,eval_B
Q2-007,transport_energy,6.176933464710716,6.176933464710716,0.0,eval_A,eval_B
Q2-007,total_energy,6.342061180777562,6.342061180777562,0.0,eval_A,eval_B
Q2-008,start_time,9420.0,9420.0,0.0,eval_A,eval_B
Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
Q2-008,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
Q2-008,deadline_slack,5.342040031910074,5.342040031910074,0.0,eval_A,eval_B
Q2-008,late_box_count,0,0,0.0,eval_A,eval_B
Q2-008,late_flag,False,False,0.0,eval_A,eval_B
Q2-008,transport_resource_interval,"[9420.0,11300.04591993618)","[9420.0,11300.04591993618)",0.0,eval_A,eval_B
Q2-008,relay_resource_interval,"[9240.0,11600.04591993618)","[9240.0,11600.04591993618)",0.0,eval_A,eval_B
Q2-008,service_resource_interval,"[10398.65795996809,10794.65795996809)","[10398.65795996809,10794.65795996809)",0.0,eval_A,eval_B
Q2-008,battery_resource_interval,"[9420.0,13281.38265746311)","[9420.0,13281.38265746311)",0.0,eval_A,eval_B
Q2-008,relay_energy,0.11299911857110884,0.11299911857110884,0.0,eval_A,eval_B
Q2-008,transport_energy,4.238781800099432,4.238781800099432,0.0,eval_A,eval_B
Q2-008,total_energy,4.351780918670541,4.351780918670541,0.0,eval_A,eval_B
Q2-009,start_time,2340.0,2340.0,0.0,eval_A,eval_B
Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
Q2-009,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-009,deadline_slack,50.923681640017094,50.923681640017094,0.0,eval_A,eval_B
Q2-009,late_box_count,0,0,0.0,eval_A,eval_B
Q2-009,late_flag,False,False,0.0,eval_A,eval_B
Q2-009,transport_resource_interval,"[2340.0,3900.862636719967)","[2340.0,3900.862636719967)",0.0,eval_A,eval_B
Q2-009,relay_resource_interval,"[2160.0,4200.862636719967)","[2160.0,4200.862636719967)",0.0,eval_A,eval_B
Q2-009,service_resource_interval,"[3153.076318359983,3549.076318359983)","[3153.076318359983,3549.076318359983)",0.0,eval_A,eval_B
Q2-009,battery_resource_interval,"[2340.0,5436.730061755685)","[2340.0,5436.730061755685)",0.0,eval_A,eval_B
Q2-009,relay_energy,0.06812641443628868,0.06812641443628868,0.0,eval_A,eval_B
Q2-009,transport_energy,2.59397203090111,2.59397203090111,0.0,eval_A,eval_B
Q2-009,total_energy,2.662098445337399,2.662098445337399,0.0,eval_A,eval_B
Q2-010,start_time,15540.0,15540.0,0.0,eval_A,eval_B
Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
Q2-010,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-010,deadline_slack,-13287.718319693486,-13287.718319693486,0.0,eval_A,eval_B
Q2-010,late_box_count,2,2,0.0,eval_A,eval_B
Q2-010,late_flag,True,True,0.0,eval_A,eval_B
Q2-010,transport_resource_interval,"[15540.0,17447.51663938697)","[15540.0,17447.51663938697)",0.0,eval_A,eval_B
Q2-010,relay_resource_interval,"[15360.0,17747.51663938697)","[15360.0,17747.51663938697)",0.0,eval_A,eval_B
Q2-010,service_resource_interval,"[16527.718319693486,16887.718319693486)","[16527.718319693486,16887.718319693486)",0.0,eval_A,eval_B
Q2-010,battery_resource_interval,"[15540.0,19204.562442862643)","[15540.0,19204.562442862643)",0.0,eval_A,eval_B
Q2-010,relay_energy,0.09708172331716529,0.09708172331716529,0.0,eval_A,eval_B
Q2-010,transport_energy,3.410630658987098,3.410630658987098,0.0,eval_A,eval_B
Q2-010,total_energy,3.5077123823042635,3.5077123823042635,0.0,eval_A,eval_B
Q2-011,start_time,12300.0,12300.0,0.0,eval_A,eval_B
Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
Q2-011,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
Q2-011,deadline_slack,-6599.727378768515,-6599.727378768515,0.0,eval_A,eval_B
Q2-011,late_box_count,2,2,0.0,eval_A,eval_B
Q2-011,late_flag,True,True,0.0,eval_A,eval_B
Q2-011,transport_resource_interval,"[12300.0,14503.77475753703)","[12300.0,14503.77475753703)",0.0,eval_A,eval_B
Q2-011,relay_resource_interval,"[12120.0,14803.77475753703)","[12120.0,14803.77475753703)",0.0,eval_A,eval_B
Q2-011,service_resource_interval,"[13439.727378768515,13799.727378768515)","[13439.727378768515,13799.727378768515)",0.0,eval_A,eval_B
Q2-011,battery_resource_interval,"[12300.0,16923.53487412189)","[12300.0,16923.53487412189)",0.0,eval_A,eval_B
Q2-011,relay_energy,0.17282471272003955,0.17282471272003957,2.7755575615628914e-17,eval_A,eval_B
Q2-011,transport_energy,5.857575815082559,5.857575815082559,0.0,eval_A,eval_B
Q2-011,total_energy,6.030400527802599,6.030400527802599,0.0,eval_A,eval_B
Q2-012,start_time,8340.0,8340.0,0.0,eval_A,eval_B
Q2-012,arrival_time,9191.991380600455,9191.991380600455,0.0,eval_A,eval_B
Q2-012,completion_time,9431.991380600455,9431.991380600455,0.0,eval_A,eval_B
Q2-012,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
Q2-012,deadline_slack,1368.0086193995448,1368.0086193995448,0.0,eval_A,eval_B
Q2-012,late_box_count,0,0,0.0,eval_A,eval_B
Q2-012,late_flag,False,False,0.0,eval_A,eval_B
Q2-012,transport_resource_interval,"[8340.0,9900.802761200912)","[8340.0,9900.802761200912)",0.0,eval_A,eval_B
Q2-012,relay_resource_interval,"[8160.0,10200.802761200912)","[8160.0,10200.802761200912)",0.0,eval_A,eval_B
Q2-012,service_resource_interval,"[9191.991380600455,9431.991380600455)","[9191.991380600455,9431.991380600455)",0.0,eval_A,eval_B
Q2-012,battery_resource_interval,"[8340.0,11478.560029272621)","[8340.0,11478.560029272621)",0.0,eval_A,eval_B
Q2-012,relay_energy,0.12197778716636368,0.12197778716636368,0.0,eval_A,eval_B
Q2-012,transport_energy,2.1025167724731757,2.1025167724731757,0.0,eval_A,eval_B
Q2-012,total_energy,2.2244945596395396,2.2244945596395396,0.0,eval_A,eval_B
Q2-013,start_time,2460.0,2460.0,0.0,eval_A,eval_B
Q2-013,arrival_time,3304.834821593509,3304.834821593509,0.0,eval_A,eval_B
Q2-013,completion_time,3544.834821593509,3544.834821593509,0.0,eval_A,eval_B
Q2-013,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-013,deadline_slack,55.16517840649112,55.16517840649112,0.0,eval_A,eval_B
Q2-013,late_box_count,0,0,0.0,eval_A,eval_B
Q2-013,late_flag,False,False,0.0,eval_A,eval_B
Q2-013,transport_resource_interval,"[2460.0,4014.596309853685)","[2460.0,4014.596309853685)",0.0,eval_A,eval_B
Q2-013,relay_resource_interval,"[2280.0,4314.596309853685)","[2280.0,4314.596309853685)",0.0,eval_A,eval_B
Q2-013,service_resource_interval,"[3304.834821593509,3544.834821593509)","[3304.834821593509,3544.834821593509)",0.0,eval_A,eval_B
Q2-013,battery_resource_interval,"[2460.0,5470.411224025971)","[2460.0,5470.411224025971)",0.0,eval_A,eval_B
Q2-013,relay_energy,0.10213842651640949,0.10213842651640948,-1.3877787807814457e-17,eval_A,eval_B
Q2-013,transport_energy,1.8211113403975845,1.8211113403975845,0.0,eval_A,eval_B
Q2-013,total_energy,1.923249766913994,1.9232497669139939,-2.220446049250313e-16,eval_A,eval_B
Q2-014,start_time,7620.0,7620.0,0.0,eval_A,eval_B
Q2-014,arrival_time,8287.004448312813,8287.004448312813,0.0,eval_A,eval_B
Q2-014,completion_time,8527.004448312813,8527.004448312813,0.0,eval_A,eval_B
Q2-014,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
Q2-014,deadline_slack,2272.995551687187,2272.995551687187,0.0,eval_A,eval_B
Q2-014,late_box_count,0,0,0.0,eval_A,eval_B
Q2-014,late_flag,False,False,0.0,eval_A,eval_B
Q2-014,transport_resource_interval,"[7620.0,8809.635563292293)","[7620.0,8809.635563292293)",0.0,eval_A,eval_B
Q2-014,relay_resource_interval,"[7440.0,9109.635563292293)","[7440.0,9109.635563292293)",0.0,eval_A,eval_B
Q2-014,service_resource_interval,"[8287.004448312813,8527.004448312813)","[8287.004448312813,8527.004448312813)",0.0,eval_A,eval_B
Q2-014,battery_resource_interval,"[7620.0,9943.082526136332)","[7620.0,9943.082526136332)",0.0,eval_A,eval_B
Q2-014,relay_energy,0.060131309099578555,0.060131309099578555,0.0,eval_A,eval_B
Q2-014,transport_energy,1.0771852988708592,1.0771852988708592,0.0,eval_A,eval_B
Q2-014,total_energy,1.1373166079704378,1.1373166079704378,0.0,eval_A,eval_B
Q2-015,start_time,16500.0,16500.0,0.0,eval_A,eval_B
Q2-015,arrival_time,17531.87466950354,17531.87466950354,0.0,eval_A,eval_B
Q2-015,completion_time,17771.87466950354,17771.87466950354,0.0,eval_A,eval_B
Q2-015,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-015,deadline_slack,-14171.87466950354,-14171.87466950354,0.0,eval_A,eval_B
Q2-015,late_box_count,2,2,0.0,eval_A,eval_B
Q2-015,late_flag,True,True,0.0,eval_A,eval_B
Q2-015,transport_resource_interval,"[16500.0,18423.889339007084)","[16500.0,18423.889339007084)",0.0,eval_A,eval_B
Q2-015,relay_resource_interval,"[16320.0,18723.889339007084)","[16320.0,18723.889339007084)",0.0,eval_A,eval_B
Q2-015,service_resource_interval,"[17531.87466950354,17771.87466950354)","[17531.87466950354,17771.87466950354)",0.0,eval_A,eval_B
Q2-015,battery_resource_interval,"[16500.0,20284.593839025667)","[16500.0,20284.593839025667)",0.0,eval_A,eval_B
Q2-015,relay_energy,0.15784440746384099,0.15784440746384099,0.0,eval_A,eval_B
Q2-015,transport_energy,2.7554719231198046,2.7554719231198046,0.0,eval_A,eval_B
Q2-015,total_energy,2.913316330583646,2.913316330583646,0.0,eval_A,eval_B
Q2-016,start_time,22320.0,22320.0,0.0,eval_A,eval_B
Q2-016,arrival_time,23142.75360869577,23142.75360869577,0.0,eval_A,eval_B
Q2-016,completion_time,23382.75360869577,23382.75360869577,0.0,eval_A,eval_B
Q2-016,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-016,deadline_slack,-19782.75360869577,-19782.75360869577,0.0,eval_A,eval_B
Q2-016,late_box_count,2,2,0.0,eval_A,eval_B
Q2-016,late_flag,True,True,0.0,eval_A,eval_B
Q2-016,transport_resource_interval,"[22320.0,23830.440550724878)","[22320.0,23830.440550724878)",0.0,eval_A,eval_B
Q2-016,relay_resource_interval,"[22140.0,24130.440550724878)","[22140.0,24130.440550724878)",0.0,eval_A,eval_B
Q2-016,service_resource_interval,"[23142.75360869577,23382.75360869577)","[23142.75360869577,23382.75360869577)",0.0,eval_A,eval_B
Q2-016,battery_resource_interval,"[22320.0,25287.79959437008)","[22320.0,25287.79959437008)",0.0,eval_A,eval_B
Q2-016,relay_energy,0.10352687916300343,0.10352687916300345,1.3877787807814457e-17,eval_A,eval_B
Q2-016,transport_energy,1.8246747161043195,1.8246747161043195,0.0,eval_A,eval_B
Q2-016,total_energy,1.928201595267323,1.928201595267323,0.0,eval_A,eval_B
Q2-017,start_time,21420.0,21420.0,0.0,eval_A,eval_B
Q2-017,arrival_time,22421.851502011526,22421.851502011526,0.0,eval_A,eval_B
Q2-017,completion_time,22661.851502011526,22661.851502011526,0.0,eval_A,eval_B
Q2-017,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
Q2-017,deadline_slack,-19061.851502011526,-19061.851502011526,0.0,eval_A,eval_B
Q2-017,late_box_count,2,2,0.0,eval_A,eval_B
Q2-017,late_flag,True,True,0.0,eval_A,eval_B
Q2-017,transport_resource_interval,"[21420.0,23288.58967068972)","[21420.0,23288.58967068972)",0.0,eval_A,eval_B
Q2-017,relay_resource_interval,"[21240.0,23588.58967068972)","[21240.0,23588.58967068972)",0.0,eval_A,eval_B
Q2-017,service_resource_interval,"[22421.851502011526,22661.851502011526)","[22421.851502011526,22661.851502011526)",0.0,eval_A,eval_B
Q2-017,battery_resource_interval,"[21420.0,24881.41256519173)","[21420.0,24881.41256519173)",0.0,eval_A,eval_B
Q2-017,relay_energy,0.11588705183998986,0.11588705183998986,0.0,eval_A,eval_B
Q2-017,transport_energy,2.13728360269695,2.13728360269695,0.0,eval_A,eval_B
Q2-017,total_energy,2.25317065453694,2.25317065453694,0.0,eval_A,eval_B
Q2-018,start_time,10500.0,10500.0,0.0,eval_A,eval_B
Q2-018,arrival_time,11478.253122811995,11478.253122811995,0.0,eval_A,eval_B
Q2-018,completion_time,11718.253122811995,11718.253122811995,0.0,eval_A,eval_B
Q2-018,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
Q2-018,deadline_slack,-4518.253122811995,-4518.253122811995,0.0,eval_A,eval_B
Q2-018,late_box_count,2,2,0.0,eval_A,eval_B
Q2-018,late_flag,True,True,0.0,eval_A,eval_B
Q2-018,transport_resource_interval,"[10500.0,12329.626245623993)","[10500.0,12329.626245623993)",0.0,eval_A,eval_B
Q2-018,relay_resource_interval,"[10320.0,12629.626245623993)","[10320.0,12629.626245623993)",0.0,eval_A,eval_B
Q2-018,service_resource_interval,"[11478.253122811995,11718.253122811995)","[11478.253122811995,11718.253122811995)",0.0,eval_A,eval_B
Q2-018,battery_resource_interval,"[10500.0,13997.745454132582)","[10500.0,13997.745454132582)",0.0,eval_A,eval_B
Q2-018,relay_energy,0.12881970389223898,0.12881970389223898,0.0,eval_A,eval_B
Q2-018,transport_energy,2.3110443273275134,2.3110443273275134,0.0,eval_A,eval_B
Q2-018,total_energy,2.4398640312197526,2.4398640312197526,0.0,eval_A,eval_B
