box_id,task_id,field,A_value,B_value,delta,A_source_function,B_source_function
S001-FOD-02,Q2-002,hard_deadline,,,,eval_A,eval_B
S001-FOD-02,Q2-002,late_flag,False,False,0.0,eval_A,eval_B
S001-FOD-02,Q2-002,lateness,0.0,0.0,0.0,eval_A,eval_B
S001-FOD-03,Q2-002,arrival_time,1086.9016197465803,1086.9016197465803,0.0,eval_A,eval_B
S001-FOD-03,Q2-002,completion_time,1554.9016197465803,1554.9016197465803,0.0,eval_A,eval_B
S001-FOD-03,Q2-002,hard_deadline,,,,eval_A,eval_B
S001-FOD-03,Q2-002,late_flag,False,False,0.0,eval_A,eval_B
S001-FOD-03,Q2-002,lateness,0.0,0.0,0.0,eval_A,eval_B
S001-HYG-01,Q2-002,arrival_time,1086.9016197465803,1086.9016197465803,0.0,eval_A,eval_B
S001-HYG-01,Q2-002,completion_time,1554.9016197465803,1554.9016197465803,0.0,eval_A,eval_B
S001-HYG-01,Q2-002,hard_deadline,,,,eval_A,eval_B
S001-HYG-01,Q2-002,late_flag,False,False,0.0,eval_A,eval_B
S001-HYG-01,Q2-002,lateness,0.0,0.0,0.0,eval_A,eval_B
S001-HYG-02,Q2-002,arrival_time,1086.9016197465803,1086.9016197465803,0.0,eval_A,eval_B
S001-HYG-02,Q2-002,completion_time,1554.9016197465803,1554.9016197465803,0.0,eval_A,eval_B
S001-HYG-02,Q2-002,hard_deadline,,,,eval_A,eval_B
S001-HYG-02,Q2-002,late_flag,False,False,0.0,eval_A,eval_B
S001-HYG-02,Q2-002,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-FOD-02,Q2-003,arrival_time,20271.90154434889,20271.90154434889,0.0,eval_A,eval_B
S002-FOD-02,Q2-003,completion_time,20481.90154434889,20481.90154434889,0.0,eval_A,eval_B
S002-FOD-02,Q2-003,hard_deadline,,,,eval_A,eval_B
S002-FOD-02,Q2-003,late_flag,False,False,0.0,eval_A,eval_B
S002-FOD-02,Q2-003,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-HYG-01,Q2-003,arrival_time,20271.90154434889,20271.90154434889,0.0,eval_A,eval_B
S002-HYG-01,Q2-003,completion_time,20481.90154434889,20481.90154434889,0.0,eval_A,eval_B
S002-HYG-01,Q2-003,hard_deadline,,,,eval_A,eval_B
S002-HYG-01,Q2-003,late_flag,False,False,0.0,eval_A,eval_B
S002-HYG-01,Q2-003,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-MED-01,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-MED-01,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-MED-01,Q2-004,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S002-MED-01,Q2-004,late_flag,True,True,0.0,eval_A,eval_B
S002-MED-01,Q2-004,lateness,15888.930586707284,15888.930586707284,0.0,eval_A,eval_B
S002-WAT-01,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-WAT-01,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-WAT-01,Q2-004,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S002-WAT-01,Q2-004,late_flag,True,True,0.0,eval_A,eval_B
S002-WAT-01,Q2-004,lateness,15888.930586707284,15888.930586707284,0.0,eval_A,eval_B
S002-WAT-02,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-WAT-02,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-WAT-02,Q2-004,hard_deadline,,,,eval_A,eval_B
S002-WAT-02,Q2-004,late_flag,False,False,0.0,eval_A,eval_B
S002-WAT-02,Q2-004,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-WAT-03,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-WAT-03,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-WAT-03,Q2-004,hard_deadline,,,,eval_A,eval_B
S002-WAT-03,Q2-004,late_flag,False,False,0.0,eval_A,eval_B
S002-WAT-03,Q2-004,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-WAT-04,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-WAT-04,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-WAT-04,Q2-004,hard_deadline,,,,eval_A,eval_B
S002-WAT-04,Q2-004,late_flag,False,False,0.0,eval_A,eval_B
S002-WAT-04,Q2-004,lateness,0.0,0.0,0.0,eval_A,eval_B
S002-FOD-01,Q2-004,arrival_time,19092.930586707284,19092.930586707284,0.0,eval_A,eval_B
S002-FOD-01,Q2-004,completion_time,19488.930586707284,19488.930586707284,0.0,eval_A,eval_B
S002-FOD-01,Q2-004,hard_deadline,,,,eval_A,eval_B
S002-FOD-01,Q2-004,late_flag,False,False,0.0,eval_A,eval_B
S002-FOD-01,Q2-004,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-FOD-02,Q2-005,arrival_time,14038.13826611029,14038.13826611029,0.0,eval_A,eval_B
S003-FOD-02,Q2-005,completion_time,14248.13826611029,14248.13826611029,0.0,eval_A,eval_B
S003-FOD-02,Q2-005,hard_deadline,,,,eval_A,eval_B
S003-FOD-02,Q2-005,late_flag,False,False,0.0,eval_A,eval_B
S003-FOD-02,Q2-005,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-HYG-01,Q2-005,arrival_time,14038.13826611029,14038.13826611029,0.0,eval_A,eval_B
S003-HYG-01,Q2-005,completion_time,14248.13826611029,14248.13826611029,0.0,eval_A,eval_B
S003-HYG-01,Q2-005,hard_deadline,,,,eval_A,eval_B
S003-HYG-01,Q2-005,late_flag,False,False,0.0,eval_A,eval_B
S003-HYG-01,Q2-005,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-MED-01,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-MED-01,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-MED-01,Q2-006,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S003-MED-01,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-MED-01,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-WAT-01,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-WAT-01,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-WAT-01,Q2-006,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S003-WAT-01,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-WAT-01,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-WAT-02,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-WAT-02,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-WAT-02,Q2-006,hard_deadline,,,,eval_A,eval_B
S003-WAT-02,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-WAT-02,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-WAT-03,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-WAT-03,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-WAT-03,Q2-006,hard_deadline,,,,eval_A,eval_B
S003-WAT-03,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-WAT-03,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-WAT-04,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-WAT-04,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-WAT-04,Q2-006,hard_deadline,,,,eval_A,eval_B
S003-WAT-04,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-WAT-04,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S003-FOD-01,Q2-006,arrival_time,5749.408955807556,5749.408955807556,0.0,eval_A,eval_B
S003-FOD-01,Q2-006,completion_time,6145.408955807556,6145.408955807556,0.0,eval_A,eval_B
S003-FOD-01,Q2-006,hard_deadline,,,,eval_A,eval_B
S003-FOD-01,Q2-006,late_flag,False,False,0.0,eval_A,eval_B
S003-FOD-01,Q2-006,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-MED-01,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-MED-01,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-MED-01,Q2-007,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S004-MED-01,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-MED-01,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-WAT-01,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-WAT-01,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-WAT-01,Q2-007,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S004-WAT-01,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-WAT-01,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-WAT-02,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-WAT-02,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-WAT-02,Q2-007,hard_deadline,,,,eval_A,eval_B
S004-WAT-02,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-WAT-02,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-WAT-03,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-WAT-03,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-WAT-03,Q2-007,hard_deadline,,,,eval_A,eval_B
S004-WAT-03,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-WAT-03,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-FOD-01,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-FOD-01,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-FOD-01,Q2-007,hard_deadline,,,,eval_A,eval_B
S004-FOD-01,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-FOD-01,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S004-HYG-01,Q2-007,arrival_time,6649.563988040983,6649.563988040983,0.0,eval_A,eval_B
S004-HYG-01,Q2-007,completion_time,7045.563988040983,7045.563988040983,0.0,eval_A,eval_B
S004-HYG-01,Q2-007,hard_deadline,,,,eval_A,eval_B
S004-HYG-01,Q2-007,late_flag,False,False,0.0,eval_A,eval_B
S004-HYG-01,Q2-007,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-MED-01,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-MED-01,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-MED-01,Q2-008,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S005-MED-01,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-MED-01,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-WAT-01,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-WAT-01,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-WAT-01,Q2-008,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S005-WAT-01,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-WAT-01,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-WAT-02,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-WAT-02,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-WAT-02,Q2-008,hard_deadline,,,,eval_A,eval_B
S005-WAT-02,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-WAT-02,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-WAT-03,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-WAT-03,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-WAT-03,Q2-008,hard_deadline,,,,eval_A,eval_B
S005-WAT-03,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-WAT-03,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-FOD-01,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-FOD-01,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-FOD-01,Q2-008,hard_deadline,,,,eval_A,eval_B
S005-FOD-01,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-FOD-01,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S005-HYG-01,Q2-008,arrival_time,10398.65795996809,10398.65795996809,0.0,eval_A,eval_B
S005-HYG-01,Q2-008,completion_time,10794.65795996809,10794.65795996809,0.0,eval_A,eval_B
S005-HYG-01,Q2-008,hard_deadline,,,,eval_A,eval_B
S005-HYG-01,Q2-008,late_flag,False,False,0.0,eval_A,eval_B
S005-HYG-01,Q2-008,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-MED-01,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-MED-01,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-MED-01,Q2-009,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S006-MED-01,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-MED-01,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-WAT-01,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-WAT-01,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-WAT-01,Q2-009,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S006-WAT-01,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-WAT-01,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-WAT-02,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-WAT-02,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-WAT-02,Q2-009,hard_deadline,,,,eval_A,eval_B
S006-WAT-02,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-WAT-02,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-WAT-03,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-WAT-03,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-WAT-03,Q2-009,hard_deadline,,,,eval_A,eval_B
S006-WAT-03,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-WAT-03,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-FOD-01,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-FOD-01,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-FOD-01,Q2-009,hard_deadline,,,,eval_A,eval_B
S006-FOD-01,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-FOD-01,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S006-HYG-01,Q2-009,arrival_time,3153.076318359983,3153.076318359983,0.0,eval_A,eval_B
S006-HYG-01,Q2-009,completion_time,3549.076318359983,3549.076318359983,0.0,eval_A,eval_B
S006-HYG-01,Q2-009,hard_deadline,,,,eval_A,eval_B
S006-HYG-01,Q2-009,late_flag,False,False,0.0,eval_A,eval_B
S006-HYG-01,Q2-009,lateness,0.0,0.0,0.0,eval_A,eval_B
S007-MED-01,Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
S007-MED-01,Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
S007-MED-01,Q2-010,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S007-MED-01,Q2-010,late_flag,True,True,0.0,eval_A,eval_B
S007-MED-01,Q2-010,lateness,13287.718319693486,13287.718319693486,0.0,eval_A,eval_B
S007-WAT-01,Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
S007-WAT-01,Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
S007-WAT-01,Q2-010,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S007-WAT-01,Q2-010,late_flag,True,True,0.0,eval_A,eval_B
S007-WAT-01,Q2-010,lateness,13287.718319693486,13287.718319693486,0.0,eval_A,eval_B
S007-WAT-02,Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
S007-WAT-02,Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
S007-WAT-02,Q2-010,hard_deadline,,,,eval_A,eval_B
S007-WAT-02,Q2-010,late_flag,False,False,0.0,eval_A,eval_B
S007-WAT-02,Q2-010,lateness,0.0,0.0,0.0,eval_A,eval_B
S007-FOD-01,Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
S007-FOD-01,Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
S007-FOD-01,Q2-010,hard_deadline,,,,eval_A,eval_B
S007-FOD-01,Q2-010,late_flag,False,False,0.0,eval_A,eval_B
S007-FOD-01,Q2-010,lateness,0.0,0.0,0.0,eval_A,eval_B
S007-HYG-01,Q2-010,arrival_time,16527.718319693486,16527.718319693486,0.0,eval_A,eval_B
S007-HYG-01,Q2-010,completion_time,16887.718319693486,16887.718319693486,0.0,eval_A,eval_B
S007-HYG-01,Q2-010,hard_deadline,,,,eval_A,eval_B
S007-HYG-01,Q2-010,late_flag,False,False,0.0,eval_A,eval_B
S007-HYG-01,Q2-010,lateness,0.0,0.0,0.0,eval_A,eval_B
S008-MED-01,Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
S008-MED-01,Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
S008-MED-01,Q2-011,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S008-MED-01,Q2-011,late_flag,True,True,0.0,eval_A,eval_B
S008-MED-01,Q2-011,lateness,6599.727378768515,6599.727378768515,0.0,eval_A,eval_B
S008-WAT-01,Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
S008-WAT-01,Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
S008-WAT-01,Q2-011,hard_deadline,7200.0,7200.0,0.0,eval_A,eval_B
S008-WAT-01,Q2-011,late_flag,True,True,0.0,eval_A,eval_B
S008-WAT-01,Q2-011,lateness,6599.727378768515,6599.727378768515,0.0,eval_A,eval_B
S008-WAT-02,Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
S008-WAT-02,Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
S008-WAT-02,Q2-011,hard_deadline,,,,eval_A,eval_B
S008-WAT-02,Q2-011,late_flag,False,False,0.0,eval_A,eval_B
S008-WAT-02,Q2-011,lateness,0.0,0.0,0.0,eval_A,eval_B
S008-FOD-01,Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
S008-FOD-01,Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
S008-FOD-01,Q2-011,hard_deadline,,,,eval_A,eval_B
S008-FOD-01,Q2-011,late_flag,False,False,0.0,eval_A,eval_B
S008-FOD-01,Q2-011,lateness,0.0,0.0,0.0,eval_A,eval_B
S008-HYG-01,Q2-011,arrival_time,13439.727378768515,13439.727378768515,0.0,eval_A,eval_B
S008-HYG-01,Q2-011,completion_time,13799.727378768515,13799.727378768515,0.0,eval_A,eval_B
S008-HYG-01,Q2-011,hard_deadline,,,,eval_A,eval_B
S008-HYG-01,Q2-011,late_flag,False,False,0.0,eval_A,eval_B
S008-HYG-01,Q2-011,lateness,0.0,0.0,0.0,eval_A,eval_B
S009-MED-01,Q2-012,arrival_time,9191.991380600455,9191.991380600455,0.0,eval_A,eval_B
S009-MED-01,Q2-012,completion_time,9431.991380600455,9431.991380600455,0.0,eval_A,eval_B
S009-MED-01,Q2-012,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S009-MED-01,Q2-012,late_flag,False,False,0.0,eval_A,eval_B
S009-MED-01,Q2-012,lateness,0.0,0.0,0.0,eval_A,eval_B
S009-WAT-01,Q2-012,arrival_time,9191.991380600455,9191.991380600455,0.0,eval_A,eval_B
S009-WAT-01,Q2-012,completion_time,9431.991380600455,9431.991380600455,0.0,eval_A,eval_B
S009-WAT-01,Q2-012,hard_deadline,10800.0,10800.0,0.0,eval_A,eval_B
S009-WAT-01,Q2-012,late_flag,False,False,0.0,eval_A,eval_B
S009-WAT-01,Q2-012,lateness,0.0,0.0,0.0,eval_A,eval_B
S009-FOD-01,Q2-012,arrival_time,9191.991380600455,9191.991380600455,0.0,eval_A,eval_B
S009-FOD-01,Q2-012,completion_time,9431.991380600455,9431.991380600455,0.0,eval_A,eval_B
S009-FOD-01,Q2-012,hard_deadline,,,,eval_A,eval_B
S009-FOD-01,Q2-012,late_flag,False,False,0.0,eval_A,eval_B
S009-FOD-01,Q2-012,lateness,0.0,0.0,0.0,eval_A,eval_B
S010-MED-01,Q2-013,arrival_time,3304.834821593509,3304.834821593509,0.0,eval_A,eval_B
S010-MED-01,Q2-013,completion_time,3544.834821593509,3544.834821593509,0.0,eval_A,eval_B
S010-MED-01,Q2-013,hard_deadline,3600.0,3600.0,0.0,eval_A,eval_B
S010-MED-01,Q2-013,late_flag,False,False,0.0,eval_A,eval_B
S010-MED-01,Q2-013,lateness,0.0,0.0,0.0,eval_A,eval_B
S010-WAT-01,Q2-013,arrival_time,3304.834821593509,3304.834821593509,0.0,eval_A,eval_B
S010-WAT-01,Q2-013,completion_time,3544.834821593509,3544.834821593509,0.0,eval_A,eval_B
