box_id,sortie,service,completion_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_late,soft_lateness_s
S013-MED-01,SENS23-007,S013,2617.349918549454,3600.0,False,,False,0.0
S013-WAT-01,SENS23-007,S013,2617.349918549454,3600.0,False,3600.0,False,0.0
S013-FOD-01,SENS23-007,S013,2617.349918549454,,False,7200.0,False,0.0
S014-MED-01,SENS23-008,S014,3165.740841018609,3600.0,False,,False,0.0
S014-WAT-01,SENS23-008,S014,3165.740841018609,3600.0,False,3600.0,False,0.0
S014-FOD-01,SENS23-008,S014,3165.740841018609,,False,7200.0,False,0.0
S003-MED-01,SENS23-009,S003,4324.950564971892,7200.0,False,,False,0.0
S003-WAT-01,SENS23-009,S003,4324.950564971892,7200.0,False,7200.0,False,0.0
S003-WAT-02,SENS23-009,S003,4324.950564971892,,False,7200.0,False,0.0
S003-WAT-03,SENS23-009,S003,4324.950564971892,,False,7200.0,False,0.0
S003-WAT-04,SENS23-009,S003,4324.950564971892,,False,7200.0,False,0.0
S003-FOD-01,SENS23-009,S003,4324.950564971892,,False,10800.0,False,0.0
S004-MED-01,SENS23-010,S004,5479.266238296924,7200.0,False,,False,0.0
S004-WAT-01,SENS23-010,S004,5479.266238296924,7200.0,False,7200.0,False,0.0
S004-WAT-02,SENS23-010,S004,5479.266238296924,,False,7200.0,False,0.0
S008-MED-01,SENS23-011,S008,6615.166899547964,7200.0,False,,False,0.0
S008-WAT-01,SENS23-011,S008,6615.166899547964,7200.0,False,7200.0,False,0.0
S008-WAT-02,SENS23-011,S008,6615.166899547964,,False,7200.0,False,0.0
S008-FOD-01,SENS23-011,S008,6615.166899547964,,False,10800.0,False,0.0
S008-HYG-01,SENS23-011,S008,6615.166899547964,,False,14400.0,False,0.0
S015-MED-01,SENS23-012,S015,4283.289983390553,7200.0,False,,False,0.0
S015-WAT-01,SENS23-012,S015,4283.289983390553,10800.0,False,10800.0,False,0.0
S015-FOD-01,SENS23-012,S015,4283.289983390553,,False,14400.0,False,0.0
S005-MED-01,SENS23-013,S005,7375.548186305997,10800.0,False,,False,0.0
S005-WAT-01,SENS23-013,S005,7375.548186305997,10800.0,False,10800.0,False,0.0
S005-WAT-02,SENS23-013,S005,7375.548186305997,,False,10800.0,False,0.0
S009-MED-01,SENS23-014,S009,4884.470390297258,10800.0,False,,False,0.0
S009-WAT-01,SENS23-014,S009,4884.470390297258,10800.0,False,10800.0,False,0.0
S009-FOD-01,SENS23-014,S009,4884.470390297258,,False,14400.0,False,0.0
S011-MED-01,SENS23-015,S011,5801.667554515361,10800.0,False,,False,0.0
S011-WAT-01,SENS23-015,S011,5801.667554515361,10800.0,False,10800.0,False,0.0
S011-FOD-01,SENS23-015,S011,5801.667554515361,,False,14400.0,False,0.0
S001-WAT-06,SENS23-016,S001,8712.11335760745,,False,3600.0,True,5112.11335760745
S001-WAT-07,SENS23-016,S001,8712.11335760745,,False,3600.0,True,5112.11335760745
S001-WAT-08,SENS23-016,S001,8712.11335760745,,False,3600.0,True,5112.11335760745
S001-FOD-01,SENS23-016,S001,8712.11335760745,,False,7200.0,True,1512.1133576074499
S001-FOD-02,SENS23-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-FOD-03,SENS23-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-HYG-01,SENS23-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-HYG-02,SENS23-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-WAT-02,SENS23-018,S001,10744.763581504947,,False,3600.0,True,7144.763581504947
S001-WAT-03,SENS23-018,S001,10744.763581504947,,False,3600.0,True,7144.763581504947
S001-WAT-04,SENS23-018,S001,10744.763581504947,,False,3600.0,True,7144.763581504947
S001-WAT-05,SENS23-018,S001,10744.763581504947,,False,3600.0,True,7144.763581504947
S002-FOD-02,SENS23-019,S002,6547.203448547698,,False,7200.0,False,0.0
S002-HYG-01,SENS23-019,S002,6547.203448547698,,False,10800.0,False,0.0
S003-FOD-02,SENS23-020,S003,7850.920580821427,,False,10800.0,False,0.0
S003-HYG-01,SENS23-020,S003,7850.920580821427,,False,14400.0,False,0.0
S004-WAT-03,SENS23-021,S004,11210.677142952043,,False,7200.0,True,4010.677142952043
S004-FOD-01,SENS23-021,S004,11210.677142952043,,False,10800.0,True,410.67714295204314
S004-HYG-01,SENS23-021,S004,11210.677142952043,,False,14400.0,False,0.0
S005-WAT-03,SENS23-022,S005,12233.953161219617,,False,10800.0,True,1433.953161219617
S005-FOD-01,SENS23-022,S005,12233.953161219617,,False,14400.0,False,0.0
S005-HYG-01,SENS23-022,S005,12233.953161219617,,False,18000.0,False,0.0
S006-WAT-03,SENS23-023,S006,12941.377449353007,,False,3600.0,True,9341.377449353007
S006-FOD-01,SENS23-023,S006,12941.377449353007,,False,7200.0,True,5741.377449353007
S006-HYG-01,SENS23-023,S006,12941.377449353007,,False,10800.0,True,2141.3774493530073
