box_id,sortie,service,completion_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_late,soft_lateness_s
S014-WAT-01,SENS24-008,S014,3165.740841018609,3600.0,False,3600.0,False,0.0
S014-FOD-01,SENS24-008,S014,3165.740841018609,,False,7200.0,False,0.0
S003-MED-01,SENS24-009,S003,4126.950564971892,7200.0,False,,False,0.0
S003-WAT-01,SENS24-009,S003,4126.950564971892,7200.0,False,7200.0,False,0.0
S003-WAT-02,SENS24-009,S003,4126.950564971892,,False,7200.0,False,0.0
S004-MED-01,SENS24-010,S004,5479.266238296924,7200.0,False,,False,0.0
S004-WAT-01,SENS24-010,S004,5479.266238296924,7200.0,False,7200.0,False,0.0
S004-WAT-02,SENS24-010,S004,5479.266238296924,,False,7200.0,False,0.0
S008-MED-01,SENS24-011,S008,6417.166899547964,7200.0,False,,False,0.0
S008-WAT-01,SENS24-011,S008,6417.166899547964,7200.0,False,7200.0,False,0.0
S008-WAT-02,SENS24-011,S008,6417.166899547964,,False,7200.0,False,0.0
S008-FOD-01,SENS24-011,S008,6417.166899547964,,False,10800.0,False,0.0
S008-HYG-01,SENS24-011,S008,6417.166899547964,,False,14400.0,False,0.0
S015-MED-01,SENS24-012,S015,4283.289983390553,7200.0,False,,False,0.0
S015-WAT-01,SENS24-012,S015,4283.289983390553,10800.0,False,10800.0,False,0.0
S015-FOD-01,SENS24-012,S015,4283.289983390553,,False,14400.0,False,0.0
S005-MED-01,SENS24-013,S005,7375.548186305997,10800.0,False,,False,0.0
S005-WAT-01,SENS24-013,S005,7375.548186305997,10800.0,False,10800.0,False,0.0
S005-WAT-02,SENS24-013,S005,7375.548186305997,,False,10800.0,False,0.0
S009-MED-01,SENS24-014,S009,4884.470390297258,10800.0,False,,False,0.0
S009-WAT-01,SENS24-014,S009,4884.470390297258,10800.0,False,10800.0,False,0.0
S009-FOD-01,SENS24-014,S009,4884.470390297258,,False,14400.0,False,0.0
S011-MED-01,SENS24-015,S011,5801.667554515361,10800.0,False,,False,0.0
S011-WAT-01,SENS24-015,S011,5801.667554515361,10800.0,False,10800.0,False,0.0
S011-FOD-01,SENS24-015,S011,5801.667554515361,,False,14400.0,False,0.0
S001-WAT-06,SENS24-016,S001,8172.11589806306,,False,3600.0,True,4572.11589806306
S001-WAT-07,SENS24-016,S001,8172.11589806306,,False,3600.0,True,4572.11589806306
S001-WAT-08,SENS24-016,S001,8172.11589806306,,False,3600.0,True,4572.11589806306
S001-FOD-01,SENS24-016,S001,8172.11589806306,,False,7200.0,True,972.1158980630598
S001-FOD-02,SENS24-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-FOD-03,SENS24-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-HYG-01,SENS24-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-HYG-02,SENS24-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-WAT-02,SENS24-018,S001,10591.87601464792,,False,3600.0,True,6991.87601464792
S001-WAT-03,SENS24-018,S001,10591.87601464792,,False,3600.0,True,6991.87601464792
S001-WAT-04,SENS24-018,S001,10591.87601464792,,False,3600.0,True,6991.87601464792
S001-WAT-05,SENS24-018,S001,10591.87601464792,,False,3600.0,True,6991.87601464792
S002-FOD-02,SENS24-019,S002,6547.203448547698,,False,7200.0,False,0.0
S002-HYG-01,SENS24-019,S002,6547.203448547698,,False,10800.0,False,0.0
S003-FOD-02,SENS24-020,S003,7850.920580821427,,False,10800.0,False,0.0
S003-HYG-01,SENS24-020,S003,7850.920580821427,,False,14400.0,False,0.0
S003-WAT-03,SENS24-021,S003,11270.522110718615,,False,7200.0,True,4070.5221107186153
S003-WAT-04,SENS24-021,S003,11270.522110718615,,False,7200.0,True,4070.5221107186153
S003-FOD-01,SENS24-021,S003,11270.522110718615,,False,10800.0,True,470.5221107186153
S004-WAT-03,SENS24-022,S004,12291.971622435483,,False,7200.0,True,5091.971622435483
S004-FOD-01,SENS24-022,S004,12291.971622435483,,False,10800.0,True,1491.9716224354834
S004-HYG-01,SENS24-022,S004,12291.971622435483,,False,14400.0,False,0.0
S005-WAT-03,SENS24-023,S005,13237.66902649426,,False,10800.0,True,2437.669026494261
S005-FOD-01,SENS24-023,S005,13237.66902649426,,False,14400.0,False,0.0
S005-HYG-01,SENS24-023,S005,13237.66902649426,,False,18000.0,False,0.0
S006-WAT-03,SENS24-024,S006,14022.671928836447,,False,3600.0,True,10422.671928836447
S006-FOD-01,SENS24-024,S006,14022.671928836447,,False,7200.0,True,6822.6719288364475
S006-HYG-01,SENS24-024,S006,14022.671928836447,,False,10800.0,True,3222.6719288364475
