box_id,sortie,service,completion_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_late,soft_lateness_s
S005-WAT-02,SENS26-013,S005,7375.548186305997,,False,10800.0,False,0.0
S009-MED-01,SENS26-014,S009,4884.470390297258,10800.0,False,,False,0.0
S009-WAT-01,SENS26-014,S009,4884.470390297258,10800.0,False,10800.0,False,0.0
S009-FOD-01,SENS26-014,S009,4884.470390297258,,False,14400.0,False,0.0
S011-MED-01,SENS26-015,S011,5801.667554515361,10800.0,False,,False,0.0
S011-WAT-01,SENS26-015,S011,5801.667554515361,10800.0,False,10800.0,False,0.0
S011-FOD-01,SENS26-015,S011,5801.667554515361,,False,14400.0,False,0.0
S001-WAT-06,SENS26-016,S001,8163.192257943411,,False,3600.0,True,4563.192257943411
S001-WAT-07,SENS26-016,S001,8163.192257943411,,False,3600.0,True,4563.192257943411
S001-WAT-08,SENS26-016,S001,8163.192257943411,,False,3600.0,True,4563.192257943411
S001-FOD-01,SENS26-016,S001,8163.192257943411,,False,7200.0,True,963.1922579434113
S001-FOD-02,SENS26-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-FOD-03,SENS26-017,S001,9510.58153516448,,False,7200.0,True,2310.5815351644796
S001-HYG-01,SENS26-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-HYG-02,SENS26-017,S001,9510.58153516448,,False,10800.0,False,0.0
S001-WAT-02,SENS26-018,S001,10225.828491003771,,False,3600.0,True,6625.828491003771
S001-WAT-03,SENS26-018,S001,10225.828491003771,,False,3600.0,True,6625.828491003771
S001-WAT-04,SENS26-018,S001,10225.828491003771,,False,3600.0,True,6625.828491003771
S001-WAT-05,SENS26-018,S001,10225.828491003771,,False,3600.0,True,6625.828491003771
S002-FOD-02,SENS26-019,S002,6547.203448547698,,False,7200.0,False,0.0
S002-HYG-01,SENS26-019,S002,6547.203448547698,,False,10800.0,False,0.0
S002-WAT-03,SENS26-020,S002,11114.043741618343,,False,3600.0,True,7514.043741618343
S002-WAT-04,SENS26-020,S002,11114.043741618343,,False,3600.0,True,7514.043741618343
S002-FOD-01,SENS26-020,S002,11114.043741618343,,False,7200.0,True,3914.043741618343
S003-FOD-02,SENS26-021,S003,7850.920580821427,,False,10800.0,False,0.0
S003-HYG-01,SENS26-021,S003,7850.920580821427,,False,14400.0,False,0.0
S003-WAT-03,SENS26-022,S003,11985.769066557907,,False,7200.0,True,4785.769066557907
S003-WAT-04,SENS26-022,S003,11985.769066557907,,False,7200.0,True,4785.769066557907
S003-FOD-01,SENS26-022,S003,11985.769066557907,,False,10800.0,True,1185.7690665579066
S004-WAT-03,SENS26-023,S004,13123.718316366609,,False,7200.0,True,5923.718316366609
S004-FOD-01,SENS26-023,S004,13123.718316366609,,False,10800.0,True,2323.7183163666086
S004-HYG-01,SENS26-023,S004,13123.718316366609,,False,14400.0,False,0.0
S005-WAT-03,SENS26-024,S005,13952.915982333552,,False,10800.0,True,3152.915982333552
S005-FOD-01,SENS26-024,S005,13952.915982333552,,False,14400.0,False,0.0
S005-HYG-01,SENS26-024,S005,13952.915982333552,,False,18000.0,False,0.0
S006-WAT-03,SENS26-025,S006,14966.168857465946,,False,3600.0,True,11366.168857465946
S006-FOD-01,SENS26-025,S006,14966.168857465946,,False,7200.0,True,7766.168857465946
S006-HYG-01,SENS26-025,S006,14966.168857465946,,False,10800.0,True,4166.168857465946
S008-WAT-02,SENS26-026,S008,16368.183480405452,,False,7200.0,True,9168.183480405452
S008-FOD-01,SENS26-026,S008,16368.183480405452,,False,10800.0,True,5568.183480405452
S008-HYG-01,SENS26-026,S008,16368.183480405452,,False,14400.0,True,1968.1834804054524
