box_id,sortie,service,completion_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_late,soft_lateness_s
S014-WAT-01,SENS20-008,S014,3165.740841018609,3600.0,False,3600.0,False,0.0
S014-FOD-01,SENS20-008,S014,3165.740841018609,,False,7200.0,False,0.0
S003-MED-01,SENS20-009,S003,4503.704832020683,7200.0,False,,False,0.0
S003-WAT-01,SENS20-009,S003,4503.704832020683,7200.0,False,7200.0,False,0.0
S003-WAT-02,SENS20-009,S003,4503.704832020683,,False,7200.0,False,0.0
S003-WAT-03,SENS20-009,S003,4503.704832020683,,False,7200.0,False,0.0
S003-WAT-04,SENS20-009,S003,4503.704832020683,,False,7200.0,False,0.0
S003-FOD-01,SENS20-009,S003,4503.704832020683,,False,10800.0,False,0.0
S004-MED-01,SENS20-010,S004,5979.727289289827,7200.0,False,,False,0.0
S004-WAT-01,SENS20-010,S004,5979.727289289827,7200.0,False,7200.0,False,0.0
S004-WAT-02,SENS20-010,S004,5979.727289289827,,False,7200.0,False,0.0
S004-WAT-03,SENS20-010,S004,5979.727289289827,,False,7200.0,False,0.0
S004-FOD-01,SENS20-010,S004,5979.727289289827,,False,10800.0,False,0.0
S004-HYG-01,SENS20-010,S004,5979.727289289827,,False,14400.0,False,0.0
S008-MED-01,SENS20-011,S008,6793.921166596754,7200.0,False,,False,0.0
S008-WAT-01,SENS20-011,S008,6793.921166596754,7200.0,False,7200.0,False,0.0
S008-WAT-02,SENS20-011,S008,6793.921166596754,,False,7200.0,False,0.0
S008-FOD-01,SENS20-011,S008,6793.921166596754,,False,10800.0,False,0.0
S008-HYG-01,SENS20-011,S008,6793.921166596754,,False,14400.0,False,0.0
S015-MED-01,SENS20-012,S015,4283.289983390553,7200.0,False,,False,0.0
S015-WAT-01,SENS20-012,S015,4283.289983390553,10800.0,False,10800.0,False,0.0
S015-FOD-01,SENS20-012,S015,4283.289983390553,,False,14400.0,False,0.0
S005-MED-01,SENS20-013,S005,8074.0092372989,10800.0,False,,False,0.0
S005-WAT-01,SENS20-013,S005,8074.0092372989,10800.0,False,10800.0,False,0.0
S005-WAT-02,SENS20-013,S005,8074.0092372989,,False,10800.0,False,0.0
S005-WAT-03,SENS20-013,S005,8074.0092372989,,False,10800.0,False,0.0
S005-FOD-01,SENS20-013,S005,8074.0092372989,,False,14400.0,False,0.0
S005-HYG-01,SENS20-013,S005,8074.0092372989,,False,18000.0,False,0.0
S009-MED-01,SENS20-014,S009,4884.470390297258,10800.0,False,,False,0.0
S009-WAT-01,SENS20-014,S009,4884.470390297258,10800.0,False,10800.0,False,0.0
S009-FOD-01,SENS20-014,S009,4884.470390297258,,False,14400.0,False,0.0
S011-MED-01,SENS20-015,S011,5801.667554515361,10800.0,False,,False,0.0
S011-WAT-01,SENS20-015,S011,5801.667554515361,10800.0,False,10800.0,False,0.0
S011-FOD-01,SENS20-015,S011,5801.667554515361,,False,14400.0,False,0.0
S001-WAT-06,SENS20-016,S001,8890.86762465624,,False,3600.0,True,5290.867624656241
S001-WAT-07,SENS20-016,S001,8890.86762465624,,False,3600.0,True,5290.867624656241
S001-WAT-08,SENS20-016,S001,8890.86762465624,,False,3600.0,True,5290.867624656241
S001-FOD-01,SENS20-016,S001,8890.86762465624,,False,7200.0,True,1690.8676246562409
S001-FOD-02,SENS20-017,S001,10256.505710436542,,False,7200.0,True,3056.5057104365424
S001-FOD-03,SENS20-017,S001,10256.505710436542,,False,7200.0,True,3056.5057104365424
S001-HYG-01,SENS20-017,S001,10256.505710436542,,False,10800.0,False,0.0
S001-HYG-02,SENS20-017,S001,10256.505710436542,,False,10800.0,False,0.0
S001-WAT-02,SENS20-018,S001,10968.630281696709,,False,3600.0,True,7368.630281696709
S001-WAT-03,SENS20-018,S001,10968.630281696709,,False,3600.0,True,7368.630281696709
S001-WAT-04,SENS20-018,S001,10968.630281696709,,False,3600.0,True,7368.630281696709
S001-WAT-05,SENS20-018,S001,10968.630281696709,,False,3600.0,True,7368.630281696709
S002-FOD-02,SENS20-019,S002,6547.203448547698,,False,7200.0,False,0.0
S002-HYG-01,SENS20-019,S002,6547.203448547698,,False,10800.0,False,0.0
S003-FOD-02,SENS20-020,S003,7850.920580821427,,False,10800.0,False,0.0
S003-HYG-01,SENS20-020,S003,7850.920580821427,,False,14400.0,False,0.0
