sortie,interval_id,start_s,end_s,phase,direct_available,relay_required,access_link_ok,backhaul_link_ok,communication_ok,direct_margin_lower_bound_db
K28-001,39,87.24125899076273,87.43318289256412,cruise,True,False,True,True,True,18.749514390028992
K28-001,40,87.43318289256412,87.62510679436552,cruise,True,False,True,True,True,18.69703112066219
K28-001,41,87.62510679436552,88.56403425615922,cruise,True,False,True,True,True,18.444400232664634
K28-001,42,88.56403425615922,89.50296171795291,cruise,True,False,True,True,True,18.198384745567097
K28-001,43,89.50296171795291,90.63381308154801,cruise,True,False,True,True,True,17.910428203474282
K28-001,44,90.63381308154801,91.76466444514311,cruise,True,False,True,True,True,17.631118864711112
K28-001,45,91.76466444514311,91.98607404353305,cruise,True,False,True,True,True,17.577404483093275
K28-001,46,91.98607404353305,92.20748364192299,cruise,True,False,True,True,True,17.524000220810322
K28-001,47,92.20748364192299,93.11692540715707,cruise,True,False,True,True,True,17.307825011361956
K28-001,48,93.11692540715707,94.02636717239116,cruise,True,False,True,True,True,17.096606537115576
K28-001,49,94.02636717239116,95.15721853598626,cruise,True,False,True,True,True,16.840566441644455
K28-001,50,95.15721853598626,96.28806989958136,cruise,True,False,True,True,True,16.591494312741602
K28-001,51,96.28806989958136,96.53896519453092,cruise,True,False,True,True,True,16.53714310027786
K28-001,52,96.53896519453092,96.78986048948046,cruise,True,False,True,True,True,16.4831139549012
K28-001,53,96.78986048948046,97.66981655814047,cruise,True,False,True,True,True,16.29611351710429
K28-001,54,97.66981655814047,98.54977262680048,cruise,True,False,True,True,True,16.112881639118598
K28-001,55,98.54977262680048,99.68062399041004,cruise,True,False,True,True,True,15.882712675012456
K28-001,56,99.68062399041004,100.8114753540196,cruise,True,False,True,True,True,15.658251147070914
K28-001,57,100.8114753540196,101.09185634541156,cruise,True,False,True,True,True,15.60345053830369
K28-001,58,101.09185634541156,101.37223733680351,cruise,True,False,True,True,True,15.548980577890234
K28-001,59,101.37223733680351,102.22270770900666,cruise,True,False,True,True,True,15.385742536829184
K28-001,60,102.22270770900666,103.0731780812098,cruise,True,False,True,True,True,15.225409449526182
K28-001,61,103.0731780812098,104.20402944481937,cruise,True,False,True,True,True,15.016550160642126
K28-001,62,104.20402944481937,105.33488080842893,cruise,True,False,True,True,True,14.812437491922495
K28-001,63,105.33488080842893,105.64474749651218,cruise,True,False,True,True,True,14.757309438670447
K28-001,64,105.64474749651218,105.95461418459543,cruise,True,False,True,True,True,14.702518373345498
K28-001,65,105.95461418459543,106.77559886012175,cruise,True,False,True,True,True,14.558950453029212
K28-001,66,106.77559886012175,107.59658353564807,cruise,True,False,True,True,True,14.41764914830648
K28-001,67,107.59658353564807,108.72743489924316,cruise,True,False,True,True,True,14.226602003874746
K28-001,68,108.72743489924316,109.85828626283826,cruise,True,False,True,True,True,14.039556753929801
K28-001,69,109.85828626283826,110.19763864737837,cruise,True,False,True,True,True,13.984183661395917
K28-001,70,110.19763864737837,110.53699103191848,cruise,True,False,True,True,True,13.929152355340932
K28-001,71,110.53699103191848,111.3284900110024,cruise,True,False,True,True,True,13.802103882498244
K28-001,72,111.3284900110024,112.11998899008631,cruise,True,False,True,True,True,13.676842393762044
K28-001,73,112.11998899008631,113.25084035368141,cruise,True,False,True,True,True,13.500880562887545
K28-001,74,113.25084035368141,114.38169171727651,cruise,True,False,True,True,True,13.328333936512834
K28-001,75,114.38169171727651,114.75052979825901,cruise,True,False,True,True,True,13.272773297955155
K28-001,76,114.75052979825901,115.11936787924151,cruise,True,False,True,True,True,13.21755815461384
K28-001,77,115.11936787924151,115.8813811618541,cruise,True,False,True,True,True,13.104560997678448
K28-001,78,115.8813811618541,116.6433944444667,cruise,True,False,True,True,True,12.992984970038847
K28-001,79,116.6433944444667,117.77424580809071,cruise,True,False,True,True,True,12.829948463734937
K28-001,80,117.77424580809071,118.90509717171474,cruise,True,False,True,True,True,12.669857944683173
K28-001,81,118.90509717171474,119.30342094937409,cruise,True,False,True,True,True,12.614150982818572
K28-001,82,119.30342094937409,119.70174472703341,cruise,True,False,True,True,True,12.558792435012137
K28-001,83,119.70174472703341,120.43427231296917,cruise,True,False,True,True,True,12.457882060165971
K28-001,84,120.43427231296917,121.16679989890493,cruise,True,False,True,True,True,12.358109957832255
K28-001,85,121.16679989890493,122.29765126251449,cruise,True,False,True,True,True,12.206262576469044
K28-001,86,122.29765126251449,123.42850262612406,cruise,True,False,True,True,True,12.056980718236147
K28-001,87,123.42850262612406,123.85631210024025,cruise,True,False,True,True,True,12.001157693061387
K28-001,88,123.85631210024025,124.28412157435645,cruise,True,False,True,True,True,11.9456854155912
K28-001,89,124.28412157435645,124.98716346384981,cruise,True,False,True,True,True,11.855275382864676
K28-001,90,124.98716346384981,125.69020535334317,cruise,True,False,True,True,True,11.765782315389544
K28-001,91,125.69020535334317,126.82105671693827,cruise,True,False,True,True,True,11.62370982204375
K28-001,92,126.82105671693827,127.95190808053337,cruise,True,False,True,True,True,11.483890488361212
K28-001,93,127.95190808053337,128.40920325110645,cruise,True,False,True,True,True,11.427974070782057
K28-001,94,128.40920325110645,128.86649842167952,cruise,True,False,True,True,True,11.372410292660007
K28-001,95,128.86649842167952,129.54005461473048,cruise,True,False,True,True,True,11.29120271907074
K28-001,96,129.54005461473048,130.21361080778144,cruise,True,False,True,True,True,11.210737144983128
K28-001,97,130.21361080778144,131.34446217137653,cruise,True,False,True,True,True,11.077273632478907
K28-001,98,131.34446217137653,132.47531353497163,cruise,True,False,True,True,True,10.945803927899007
K28-001,99,132.47531353497163,132.96209440222154,cruise,True,False,True,True,True,10.889811409404501
K28-001,100,132.96209440222154,133.44887526947142,cruise,True,False,True,True,True,10.834173082770775
K28-001,101,133.44887526947142,134.09294576581664,cruise,True,False,True,True,True,10.761093665901456
K28-001,102,134.09294576581664,134.73701626216186,cruise,True,False,True,True,True,10.688616660017743
K28-001,103,134.73701626216186,135.86786762578586,cruise,True,False,True,True,True,10.56279045957558
K28-001,104,135.86786762578586,136.9987189894099,cruise,True,False,True,True,True,10.438740531972655
K28-001,105,136.9987189894099,137.51498555310218,cruise,True,False,True,True,True,10.382685310772032
K28-001,106,137.51498555310218,138.03125211679446,cruise,True,False,True,True,True,10.3269855692578
K28-001,107,138.03125211679446,138.64583691669728,cruise,True,False,True,True,True,10.261135658176755
K28-001,108,138.64583691669728,139.2604217166001,cruise,True,False,True,True,True,10.195775917791735
K28-001,109,139.2604217166001,140.39127308020966,cruise,True,False,True,True,True,10.07676925775398
K28-001,110,140.39127308020966,141.52212444381922,cruise,True,False,True,True,True,9.95935472447583
K28-001,111,141.52212444381922,142.06787670396835,cruise,True,False,True,True,True,9.903247328419639
K28-001,112,142.06787670396835,142.6136289641175,cruise,True,False,True,True,True,9.847496490746607
K28-001,113,142.6136289641175,143.19872806757792,cruise,True,False,True,True,True,9.788117187144152
K28-001,114,143.19872806757792,143.78382717103833,cruise,True,False,True,True,True,9.729137197034063
K28-001,115,143.78382717103833,144.91467853463342,cruise,True,False,True,True,True,9.616255685828108
K28-001,116,144.91467853463342,146.04552989822852,cruise,True,False,True,True,True,9.504809113291259
K28-001,117,146.04552989822852,146.62076785506898,cruise,True,False,True,True,True,9.448657918867141
K28-001,118,146.62076785506898,147.19600581190943,cruise,True,False,True,True,True,9.392864194286815
K28-001,119,147.19600581190943,147.751619218693,cruise,True,False,True,True,True,9.339309079837477
K28-001,120,147.751619218693,148.3072326254766,cruise,True,False,True,True,True,9.286079313661745
K28-001,121,148.3072326254766,149.43808398907169,cruise,True,False,True,True,True,9.17872854699317
K28-001,122,149.43808398907169,150.56893535266678,cruise,True,False,True,True,True,9.072677519364177
K28-001,123,150.56893535266678,151.17365900594962,cruise,True,False,True,True,True,9.016489266706941
K28-001,124,151.17365900594962,151.77838265923245,cruise,True,False,True,True,True,8.960659260095568
K28-001,125,151.77838265923245,152.30451036954472,cruise,True,False,True,True,True,8.912373404147175
K28-001,126,152.30451036954472,152.83063807985695,cruise,True,False,True,True,True,8.86435240027977
K28-001,127,152.83063807985695,153.96148944348096,cruise,True,False,True,True,True,8.76201980829984
K28-001,128,153.96148944348096,155.092340807105,cruise,True,False,True,True,True,8.660869859043032
K28-001,129,155.092340807105,155.72655015683023,cruise,True,False,True,True,True,8.604650026812777
K28-001,130,155.72655015683023,156.36075950655547,cruise,True,False,True,True,True,8.54878910638675
K28-001,131,156.36075950655547,156.85740152042533,cruise,True,False,True,True,True,8.50529271162496
K28-001,132,156.85740152042533,157.3540435342952,cruise,True,False,True,True,True,8.462011503492988
K28-001,133,157.3540435342952,158.48489489789029,cruise,True,False,True,True,True,8.364252103631344
K28-001,134,158.48489489789029,159.61574626148538,cruise,True,False,True,True,True,8.267573283218312
K28-001,135,159.61574626148538,160.2794413079164,cruise,True,False,True,True,True,8.211326365852585
K28-001,136,160.2794413079164,160.9431363543474,cruise,True,False,True,True,True,8.155438934994578
K28-001,137,160.9431363543474,161.41029267154042,cruise,True,False,True,True,True,8.116314453696333
K28-001,138,161.41029267154042,161.87744898873345,cruise,True,False,True,True,True,8.077364269783828
K28-001,139,161.87744898873345,163.00830035232855,cruise,True,False,True,True,True,7.983789367064674
K28-001,140,163.00830035232855,164.13915171592362,cruise,True,False,True,True,True,7.891205563055024
K28-001,141,164.13915171592362,164.83233245879703,cruise,True,False,True,True,True,7.834935278653376
K28-001,142,164.83233245879703,165.52551320167044,cruise,True,False,True,True,True,7.779024979816583
K28-001,143,165.52551320167044,165.9631838224066,cruise,True,False,True,True,True,7.743906859448003
K28-001,144,165.9631838224066,166.40085444314278,cruise,True,False,True,True,True,7.708929308200069
K28-001,145,166.40085444314278,167.53170580675234,cruise,True,False,True,True,True,7.619197446144241
K28-001,146,167.53170580675234,168.66255717036188,cruise,True,False,True,True,True,7.530377810532315
K28-001,147,168.66255717036188,169.3852236096777,cruise,True,False,True,True,True,7.474087258545808
K28-001,148,169.3852236096777,170.1078900489935,cruise,True,False,True,True,True,7.418157127847778
K28-001,149,170.1078900489935,170.51607497327282,cruise,True,False,True,True,True,7.386723571827034
K28-001,150,170.51607497327282,170.92425989755213,cruise,True,False,True,True,True,7.355402736679423
K28-001,151,170.92425989755213,172.05511126117614,cruise,True,False,True,True,True,7.26921238504093
K28-001,152,172.05511126117614,173.18596262480017,cruise,True,False,True,True,True,7.183864392230063
K28-001,153,173.18596262480017,173.9381147607928,cruise,True,False,True,True,True,7.127556174624345
K28-001,154,173.9381147607928,174.69026689678543,cruise,True,False,True,True,True,7.07160876064367
K28-001,155,174.69026689678543,175.0689661243879,cruise,True,False,True,True,True,7.04357504975053
K28-001,156,175.0689661243879,175.4476653519904,cruise,True,False,True,True,True,7.0156310674184965
K28-001,157,175.4476653519904,176.5785167155855,cruise,True,False,True,True,True,6.932714664058366
K28-001,158,176.5785167155855,177.7093680791806,cruise,True,False,True,True,True,6.850578443140037
K28-001,159,177.7093680791806,178.49100591164455,cruise,True,False,True,True,True,6.794254758463367
K28-001,160,178.49100591164455,179.2726437441085,cruise,True,False,True,True,True,6.738292214443064
K28-001,161,179.2726437441085,179.62185727526858,cruise,True,False,True,True,True,6.713405249052073
K28-001,162,179.62185727526858,179.97107080642866,cruise,True,False,True,True,True,6.688589051002452
K28-001,163,179.97107080642866,181.10192217002376,cruise,True,False,True,True,True,6.6087081094205615
K28-001,164,181.10192217002376,182.23277353361885,cruise,True,False,True,True,True,6.52955178151322
K28-001,165,182.23277353361885,183.04389706252522,cruise,True,False,True,True,True,6.47321449856166
K28-001,166,183.04389706252522,183.85502059143158,cruise,True,False,True,True,True,6.4172386546098465
K28-001,167,183.85502059143158,184.17474842613478,cruise,True,False,True,True,True,6.3952724608416815
K28-001,168,184.17474842613478,184.494476260838,cruise,True,False,True,True,True,6.373361435369077
K28-001,169,184.494476260838,185.62532762444758,cruise,True,False,True,True,True,6.296302498228087
K28-001,170,185.62532762444758,186.75617898805712,cruise,True,False,True,True,True,6.219918313511414
K28-001,171,186.75617898805712,187.5967882136403,cruise,True,False,True,True,True,6.163569029551141
K28-001,172,187.5967882136403,188.4373974392235,cruise,True,False,True,True,True,6.107581449754292
K28-001,173,188.4373974392235,188.72763957723544,cruise,True,False,True,True,True,6.088333453087387
K28-001,174,188.72763957723544,189.01788171524737,cruise,True,False,True,True,True,6.069127841894385
K28-001,175,189.01788171524737,190.14873307887137,cruise,True,False,True,True,True,5.994699111698651
K28-001,176,190.14873307887137,191.2795844424954,cruise,True,False,True,True,True,5.920900227642662
K28-001,177,191.2795844424954,192.14967936452098,cruise,True,False,True,True,True,5.864540314966462
K28-001,178,192.14967936452098,193.01977428654655,cruise,True,False,True,True,True,5.808542342985945
K28-001,179,193.01977428654655,193.28053072811608,cruise,True,False,True,True,True,5.79183025786763
K28-001,180,193.28053072811608,193.5412871696856,cruise,True,False,True,True,True,5.775150143398307
K28-001,181,193.5412871696856,194.6721385332807,cruise,True,False,True,True,True,5.703178659389181
K28-001,182,194.6721385332807,195.8029898968758,cruise,True,False,True,True,True,5.631796437193202
K28-001,183,195.8029898968758,196.7025705154899,cruise,True,False,True,True,True,5.575427080396878
K28-001,184,196.7025705154899,197.60215113410402,cruise,True,False,True,True,True,5.519419876002715
K28-001,185,197.60215113410402,197.8334218791139,cruise,True,False,True,True,True,5.505079093837466
K28-001,186,197.8334218791139,198.0646926241238,cruise,True,False,True,True,True,5.490761865444
K28-001,187,198.0646926241238,199.1955439877189,cruise,True,False,True,True,True,5.4210911241073205
K28-001,188,199.1955439877189,200.326395351314,cruise,True,False,True,True,True,5.351972846846579
K28-001,189,200.326395351314,201.25546166648775,cruise,True,False,True,True,True,5.295595073093054
K28-001,190,201.25546166648775,202.1845279816615,cruise,True,False,True,True,True,5.239579641843292
K28-001,191,202.1845279816615,202.38631303008287,cruise,True,False,True,True,True,5.2274610246403626
K28-001,192,202.38631303008287,202.58809807850423,cruise,True,False,True,True,True,5.215359235268721
K28-001,193,202.58809807850423,203.71894944212826,cruise,True,False,True,True,True,5.147847173786133
K28-001,194,203.71894944212826,204.84980080575227,cruise,True,False,True,True,True,5.080854109935984
K28-001,195,204.84980080575227,205.8083528173684,cruise,True,False,True,True,True,5.024468813612003
K28-001,196,205.8083528173684,206.7669048289845,cruise,True,False,True,True,True,4.968446030987721
K28-001,197,206.7669048289845,206.9392041809635,cruise,True,False,True,True,True,4.95841403772657
K28-001,198,206.9392041809635,207.11150353294246,cruise,True,False,True,True,True,4.9483935813444475
K28-001,199,207.11150353294246,208.242354896552,cruise,True,False,True,True,True,4.882910859692117
K28-001,200,208.242354896552,209.37320626016157,cruise,True,False,True,True,True,4.817916611453896
K28-001,201,209.37320626016157,210.3612439683518,cruise,True,False,True,True,True,4.7615245743285755
K28-001,202,210.3612439683518,211.349281676542,cruise,True,False,True,True,True,4.705495205532571
K28-001,203,211.349281676542,211.49209533196134,cruise,True,False,True,True,True,4.697426293003019
K28-001,204,211.49209533196134,211.63490898738067,cruise,True,False,True,True,True,4.6893648470628335
K28-001,205,211.63490898738067,212.76576035097577,cruise,True,False,True,True,True,4.625793377379466
K28-001,206,212.76576035097577,213.89661171457087,cruise,True,False,True,True,True,4.562682465062167
K28-001,207,213.89661171457087,214.91413511933513,cruise,True,False,True,True,True,4.506284373021401
K28-001,208,214.91413511933513,215.93165852409942,cruise,True,False,True,True,True,4.4502490893138145
K28-001,209,215.93165852409942,216.04498648295913,cruise,True,False,True,True,True,4.444030340633134
K28-001,210,216.04498648295913,216.15831444181887,cruise,True,False,True,True,True,4.4378160286904915
K28-001,211,216.15831444181887,217.28916580541397,cruise,True,False,True,True,True,4.376047710546757
K28-001,212,217.28916580541397,218.42001716900907,cruise,True,False,True,True,True,4.3147143538152335
K28-001,213,218.42001716900907,219.46702627021577,cruise,True,False,True,True,True,4.25831081067922
K28-001,214,219.46702627021577,220.51403537142244,cruise,True,False,True,True,True,4.202270202965863
K28-001,215,220.51403537142244,220.59787763381084,cruise,True,False,True,True,True,4.1977981460760105
K28-001,216,220.59787763381084,220.68171989619924,cruise,True,False,True,True,True,4.193328384419587
K28-001,217,220.68171989619924,221.81257125982327,cruise,True,False,True,True,True,4.133264012454703
K28-001,218,221.81257125982327,222.94342262344728,cruise,True,False,True,True,True,4.073611076544012
K28-001,219,222.94342262344728,224.0199174212136,cruise,True,False,True,True,True,4.017202615593618
K28-001,220,224.0199174212136,225.0964122189799,cruise,True,False,True,True,True,3.9611572056955424
K28-001,221,225.0964122189799,225.15076878480872,cruise,True,False,True,True,True,3.9583367912541547
K28-001,222,225.15076878480872,225.20512535063753,cruise,True,False,True,True,True,3.9555172900440994
K28-001,223,225.20512535063753,226.33597671424707,cruise,True,False,True,True,True,3.8970656065666986
K28-001,224,226.33597671424707,227.46682807785663,cruise,True,False,True,True,True,3.8390036874677236
K28-001,225,227.46682807785663,228.572808572197,cruise,True,False,True,True,True,3.7825907811418062
K28-001,226,228.572808572197,229.67878906653738,cruise,True,False,True,True,True,3.7265410313084715
K28-001,227,229.67878906653738,229.70365993580657,cruise,True,False,True,True,True,3.725284744815866
K28-001,228,229.70365993580657,229.72853080507574,cruise,True,False,True,True,True,3.7240286395745557
K28-001,229,229.72853080507574,230.85938216867083,cruise,True,False,True,True,True,3.6671055097104954
K28-001,230,230.85938216867083,231.99023353226593,cruise,True,False,True,True,True,3.6105521369392193
K28-001,231,231.99023353226593,233.12108489588994,cruise,True,False,True,True,True,3.554363759581861
K28-001,232,233.12108489588994,234.25193625951394,cruise,True,False,True,True,True,3.4985357071706176
K28-001,233,234.25193625951394,234.25655108668715,cruise,True,False,True,True,True,3.498308613552993
K28-001,234,234.25655108668715,234.2611659138604,cruise,True,False,True,True,True,3.4980815258580975
K28-001,235,234.2611659138604,235.38740245028228,cruise,True,False,True,True,True,3.4428377469431837
K28-001,236,235.38740245028228,236.51363898670417,cruise,True,False,True,True,True,3.387942337383919
K28-001,237,236.51363898670417,237.64449035029924,cruise,True,False,True,True,True,3.333168114544094
K28-001,238,237.64449035029924,238.77534171389433,cruise,True,False,True,True,True,3.2787364014386355
K28-001,239,238.77534171389433,238.8094422376561,cruise,True,False,True,True,True,3.2771003025487886
K28-001,240,238.8094422376561,238.84354276141784,cruise,True,False,True,True,True,3.2754645111181446
K28-001,241,238.84354276141784,239.9402936012801,cruise,True,False,True,True,True,3.2230169864462965
K28-001,242,239.9402936012801,241.03704444114237,cruise,True,False,True,True,True,3.1708835916653015
K28-001,243,241.03704444114237,242.16789580473747,cruise,True,False,True,True,True,3.1174542326031798
K28-001,244,242.16789580473747,243.29874716833257,cruise,True,False,True,True,True,3.0643508547431964
K28-001,245,243.29874716833257,243.36233338865392,cruise,True,False,True,True,True,3.0613745240876824
K28-001,246,243.36233338865392,243.4259196089753,cruise,True,False,True,True,True,3.058399210884474
K28-001,247,243.4259196089753,244.4931847522635,cruise,True,False,True,True,True,3.0086111737691112
K28-001,248,244.4931847522635,245.56044989555167,cruise,True,False,True,True,True,2.959106331416365
K28-001,249,245.56044989555167,246.69130125916124,cruise,True,False,True,True,True,2.9069575063059574
K28-001,250,246.69130125916124,247.82215262277077,cruise,True,False,True,True,True,2.855119299766372
K28-001,251,247.82215262277077,247.91522453953456,cruise,True,False,True,True,True,2.850866605153101
K28-001,252,247.91522453953456,248.00829645629832,cruise,True,False,True,True,True,2.8466159876492156
K28-001,253,248.00829645629832,249.04607590312966,cruise,True,False,True,True,True,2.7993604469304216
K28-001,254,249.04607590312966,250.083855349961,cruise,True,False,True,True,True,2.752360121831913
K28-001,255,250.083855349961,251.21470671357056,cruise,True,False,True,True,True,2.7014320001001266
K28-001,256,251.21470671357056,252.34555807718013,cruise,True,False,True,True,True,2.6508001932967034
K28-001,257,252.34555807718013,252.46811569051795,cruise,True,False,True,True,True,2.645330551693789
K28-001,258,252.46811569051795,252.5906733038558,cruise,True,False,True,True,True,2.6398643458865365
K28-001,259,252.5906733038558,253.5989670541275,cruise,True,False,True,True,True,2.595023177695751
K28-001,260,253.5989670541275,254.60726080439923,cruise,True,False,True,True,True,2.5504118960570707
K28-001,261,254.60726080439923,255.7381121679943,cruise,True,False,True,True,True,2.500648737128344
K28-001,262,255.7381121679943,256.86896353158943,cruise,True,False,True,True,True,2.4511685535075856
K28-001,263,256.86896353158943,257.02100684150133,cruise,True,False,True,True,True,2.444537334515587
K28-001,264,257.02100684150133,257.17305015141324,cruise,True,False,True,True,True,2.4379111653175016
K28-001,265,257.17305015141324,258.15185820512534,cruise,True,False,True,True,True,2.3953743077373133
K28-001,266,258.15185820512534,259.13066625883744,cruise,True,False,True,True,True,2.353044388274782
K28-001,267,259.13066625883744,260.26151762243256,cruise,True,False,True,True,True,2.3043941777493018
K28-001,268,260.26151762243256,261.3923689860277,cruise,True,False,True,True,True,2.2560144823417545
K28-001,269,261.3923689860277,261.573897992382,cruise,True,False,True,True,True,2.24827336699974
K28-001,270,261.573897992382,261.7554269987363,cruise,True,False,True,True,True,2.240539132996787
K28-001,271,261.7554269987363,262.0643708458029,cruise,True,False,True,True,True,2.2273920426809326
K28-001,272,262.0643708458029,262.3733146928695,cruise,True,False,True,True,True,2.21426478860225
K28-001,273,262.3733146928695,306.9016197465804,descent,True,False,True,True,True,2.21426478860225
K28-001,274,306.9016197465804,738.9016197465804,handoff,True,False,True,True,True,2.2209209779533126
K28-001,275,738.9016197465804,774.5242637895492,return_climb,True,False,True,True,True,2.21426478860225
K28-001,276,774.5242637895492,774.8332076366158,return_cruise,True,False,True,True,True,2.21426478860225
K28-001,277,774.8332076366158,775.1421514836824,return_cruise,True,False,True,True,True,2.2273920426809326
K28-001,278,775.1421514836824,775.3236804900367,return_cruise,True,False,True,True,True,2.240539132996787
K28-001,279,775.3236804900367,775.505209496391,return_cruise,True,False,True,True,True,2.24827336699974
K28-001,280,775.505209496391,776.6360608599861,return_cruise,True,False,True,True,True,2.2560144823417545
K28-001,281,776.6360608599861,777.7669122235811,return_cruise,True,False,True,True,True,2.3043941777493018
K28-001,282,777.7669122235811,778.7457202772932,return_cruise,True,False,True,True,True,2.353044388274782
K28-001,283,778.7457202772932,779.7245283310053,return_cruise,True,False,True,True,True,2.3953743077373133
K28-001,284,779.7245283310053,779.8765716409173,return_cruise,True,False,True,True,True,2.4379111653175016
K28-001,285,779.8765716409173,780.0286149508293,return_cruise,True,False,True,True,True,2.444537334515587
K28-001,286,780.0286149508293,781.1594663144243,return_cruise,True,False,True,True,True,2.4511685535075856
K28-001,287,781.1594663144243,782.2903176780194,return_cruise,True,False,True,True,True,2.500648737128344
K28-001,288,782.2903176780194,783.2986114282911,return_cruise,True,False,True,True,True,2.5504118960570707
K28-001,289,783.2986114282911,784.3069051785628,return_cruise,True,False,True,True,True,2.595023177695751
K28-001,290,784.3069051785628,784.4294627919007,return_cruise,True,False,True,True,True,2.6398643458865365
K28-001,291,784.4294627919007,784.5520204052385,return_cruise,True,False,True,True,True,2.645330551693789
K28-001,292,784.5520204052385,785.6828717688481,return_cruise,True,False,True,True,True,2.6508001932967034
K28-001,293,785.6828717688481,786.8137231324578,return_cruise,True,False,True,True,True,2.7014320001013914
K28-001,294,786.8137231324578,787.8515025792891,return_cruise,True,False,True,True,True,2.752360121831913
K28-001,295,787.8515025792891,788.8892820261204,return_cruise,True,False,True,True,True,2.7993604469304216
K28-001,296,788.8892820261204,788.9823539428842,return_cruise,True,False,True,True,True,2.8466159876492156
K28-001,297,788.9823539428842,789.0754258596479,return_cruise,True,False,True,True,True,2.850866605153101
K28-001,298,789.0754258596479,790.2062772232574,return_cruise,True,False,True,True,True,2.855119299766372
K28-001,299,790.2062772232574,791.337128586867,return_cruise,True,False,True,True,True,2.906957506304664
K28-001,300,791.337128586867,792.4043937301552,return_cruise,True,False,True,True,True,2.959106331416365
K28-001,301,792.4043937301552,793.4716588734434,return_cruise,True,False,True,True,True,3.0086111737691112
K28-001,302,793.4716588734434,793.5352450937647,return_cruise,True,False,True,True,True,3.058399210884474
K28-001,303,793.5352450937647,793.598831314086,return_cruise,True,False,True,True,True,3.0613745240876824
K28-001,304,793.598831314086,794.7296826776811,return_cruise,True,False,True,True,True,3.0643508547431964
K28-001,305,794.7296826776811,795.8605340412762,return_cruise,True,False,True,True,True,3.1174542326031798
