box_id,sortie_id,service_area,arrival_time_s,completion_time_s,hard_deadline_s,hard_violation,soft_deadline_s,soft_lateness_s,relay_id
S011-MED-01,SENS19-015,S011,16914.05577419282,17154.05577419282,10800.0,True,,0.0,R01
S011-WAT-01,SENS19-015,S011,16914.05577419282,17154.05577419282,10800.0,True,10800.0,6354.0557741928205,R01
S011-FOD-01,SENS19-015,S011,16914.05577419282,17154.05577419282,,False,14400.0,2754.0557741928205,R01
S001-WAT-06,SENS19-016,S001,17773.55542515179,18097.55542515179,,False,3600.0,14497.55542515179,R02
S001-WAT-07,SENS19-016,S001,17773.55542515179,18097.55542515179,,False,3600.0,14497.55542515179,R02
S001-WAT-08,SENS19-016,S001,17773.55542515179,18097.55542515179,,False,3600.0,14497.55542515179,R02
S001-FOD-01,SENS19-016,S001,17773.55542515179,18097.55542515179,,False,7200.0,10897.55542515179,R02
S001-FOD-02,SENS19-017,S001,18643.588508918878,18967.588508918878,,False,7200.0,11767.588508918878,R01
S001-FOD-03,SENS19-017,S001,18643.588508918878,18967.588508918878,,False,7200.0,11767.588508918878,R01
S001-HYG-01,SENS19-017,S001,18643.588508918878,18967.588508918878,,False,10800.0,8167.588508918878,R01
S001-HYG-02,SENS19-017,S001,18643.588508918878,18967.588508918878,,False,10800.0,8167.588508918878,R01
S002-FOD-02,SENS19-018,S002,19841.988589247252,20051.988589247252,,False,7200.0,12851.988589247252,R02
S002-HYG-01,SENS19-018,S002,19841.988589247252,20051.988589247252,,False,10800.0,9251.988589247252,R02
S003-FOD-02,SENS19-019,S003,20838.25839477575,21048.25839477575,,False,10800.0,10248.258394775748,R01
S003-HYG-01,SENS19-019,S003,20838.25839477575,21048.25839477575,,False,14400.0,6648.2583947757485,R01
