candidate_id,case,route,visit_order,box_set,drone_type,hard_deadline_ok,transport_energy_ok,payload_ok,reserve_ok,communication_geometry_pass,worst_joint_margin,relay_status,relay_chain_ok,component_ok,relay_resource_status,route_feasible,failure_stage,relay_energy_kwh,transport_energy_kwh,total_energy_kwh,makespan_s,relay_blocks
TRIPLE_0013,TRIPLE,O01->S005->S008->S015->O01,S005->S008->S015,"[""S008-MED-01"", ""S005-MED-01"", ""S015-MED-01""]",B,True,True,True,True,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,2.936630671479094,,2365.8576656897035,10
TRIPLE_0014,TRIPLE,O01->S005->S008->S015->O01,S005->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.3199274867739006,,2425.8576656897035,10
TRIPLE_0015,TRIPLE,O01->S005->S008->S015->O01,S005->S008->S015,"[""S008-MED-01"", ""S005-MED-01"", ""S015-MED-01""]",C,True,True,True,True,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,5.937714058893138,,2535.082372720953,10
TRIPLE_0016,TRIPLE,O01->S005->S008->S015->O01,S005->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S015-MED-01""]",C,True,True,True,True,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,6.128373263764996,,2601.082372720953,10
TRIPLE_0017,TRIPLE,O01->S007->S008->S015->O01,S007->S008->S015,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.335643318670574,,2743.0587166247496,10
TRIPLE_0018,TRIPLE,O01->S007->S008->S015->O01,S007->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.808930852644192,,2803.05871662475,10
TRIPLE_0019,TRIPLE,O01->S007->S008->S015->O01,S007->S008->S015,"[""S008-MED-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.688378139323988,,2965.952526642653,10
TRIPLE_0020,TRIPLE,O01->S007->S008->S015->O01,S007->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.933721429220748,,3031.952526642653,10
TRIPLE_0021,TRIPLE,O01->S009->S008->S015->O01,S009->S008->S015,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.281227696641805,,2491.306139803652,10
TRIPLE_0022,TRIPLE,O01->S009->S008->S015->O01,S009->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.7562345644359,,2551.306139803652,10
TRIPLE_0023,TRIPLE,O01->S009->S008->S015->O01,S009->S008->S015,"[""S008-MED-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.669355810676183,,2652.80604926817,10
TRIPLE_0024,TRIPLE,O01->S009->S008->S015->O01,S009->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-3.6248408977972417,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.903572724449575,,2718.8060492681698,10
TRIPLE_0025,TRIPLE,O01->S005->S008->S013->O01,S005->S008->S013,"[""S008-MED-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.2707323245033164,,2288.448027074096,10
TRIPLE_0026,TRIPLE,O01->S005->S008->S013->O01,S005->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.6540291397981233,,2348.448027074096,10
TRIPLE_0027,TRIPLE,O01->S005->S008->S013->O01,S005->S008->S013,"[""S008-MED-01"", ""S005-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.7483148771581245,,2395.3568588612056,10
TRIPLE_0028,TRIPLE,O01->S005->S008->S013->O01,S005->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.938974082029982,,2461.3568588612056,10
TRIPLE_0029,TRIPLE,O01->S007->S008->S013->O01,S007->S008->S013,"[""S008-MED-01"", ""S007-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.669744971694796,,2665.649078009143,10
TRIPLE_0030,TRIPLE,O01->S007->S008->S013->O01,S007->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.143032505668415,,2725.649078009143,10
TRIPLE_0031,TRIPLE,O01->S007->S008->S013->O01,S007->S008->S013,"[""S008-MED-01"", ""S007-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.4989789575889745,,2826.2270127829056,10
TRIPLE_0032,TRIPLE,O01->S007->S008->S013->O01,S007->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S007-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.7443222474857345,,2892.2270127829056,10
TRIPLE_0033,TRIPLE,O01->S009->S008->S013->O01,S009->S008->S013,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.615329349666028,,2413.896501188045,10
TRIPLE_0034,TRIPLE,O01->S009->S008->S013->O01,S009->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.0903362174601225,,2473.896501188045,10
TRIPLE_0035,TRIPLE,O01->S009->S008->S013->O01,S009->S008->S013,"[""S008-MED-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.479956628941169,,2513.0805354084223,10
TRIPLE_0036,TRIPLE,O01->S009->S008->S013->O01,S009->S008->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S009-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.714173542714561,,2579.0805354084223,10
TRIPLE_0037,TRIPLE,O01->S013->S008->S015->O01,S013->S008->S015,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.595415774978252,,2622.7521492070573,10
TRIPLE_0038,TRIPLE,O01->S013->S008->S015->O01,S013->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",B,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.143464415217432,,2682.752149207057,10
TRIPLE_0039,TRIPLE,O01->S013->S008->S015->O01,S013->S008->S015,"[""S008-MED-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.337864014357172,,2781.2530016647397,10
TRIPLE_0040,TRIPLE,O01->S013->S008->S015->O01,S013->S008->S015,"[""S008-MED-01"", ""S008-WAT-01"", ""S013-MED-01"", ""S015-MED-01""]",C,True,False,True,False,False,-6.163353001557596,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.609471478678572,,2847.253001664739,10
TRIPLE_0041,TRIPLE,O01->S005->S007->S008->O01,S005->S007->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S007-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.775765698521484,,2765.06093092279,10
TRIPLE_0042,TRIPLE,O01->S005->S007->S008->O01,S005->S007->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S007-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.423345015352727,,2825.06093092279,10
TRIPLE_0043,TRIPLE,O01->S005->S007->S008->O01,S005->S007->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S007-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.716044333823289,,2938.245522597595,10
TRIPLE_0044,TRIPLE,O01->S005->S007->S008->O01,S005->S007->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S007-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,8.056293261468777,,3004.245522597595,10
TRIPLE_0045,TRIPLE,O01->S008->S005->S007->O01,S008->S005->S007,"[""S008-MED-01"", ""S005-MED-01"", ""S007-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.243543866852822,,2445.030546115492,10
TRIPLE_0046,TRIPLE,O01->S008->S005->S007->O01,S008->S005->S007,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S007-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.6366880039031457,,2505.030546115492,10
TRIPLE_0047,TRIPLE,O01->S008->S005->S007->O01,S008->S005->S007,"[""S008-MED-01"", ""S005-MED-01"", ""S007-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.572051916888325,,2600.816796929294,10
TRIPLE_0048,TRIPLE,O01->S008->S005->S007->O01,S008->S005->S007,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S007-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.759165173977498,,2666.8167969292936,10
TRIPLE_0049,TRIPLE,O01->S005->S009->S008->O01,S005->S009->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S009-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.259958493747372,,2345.50145199172,10
TRIPLE_0050,TRIPLE,O01->S005->S009->S008->O01,S005->S009->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S009-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.786836169682772,,2405.50145199172,10
TRIPLE_0051,TRIPLE,O01->S005->S009->S008->O01,S005->S009->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S009-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.712304302059713,,2468.152082688334,10
TRIPLE_0052,TRIPLE,O01->S005->S009->S008->O01,S005->S009->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S009-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.983573543698278,,2534.152082688334,10
TRIPLE_0053,TRIPLE,O01->S008->S005->S009->O01,S008->S005->S009,"[""S008-MED-01"", ""S005-MED-01"", ""S009-MED-01""]",B,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,3.053034694702756,,2201.812389845567,10
TRIPLE_0054,TRIPLE,O01->S008->S005->S009->O01,S008->S005->S009,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S009-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.44617883175308,,2261.812389845567,10
TRIPLE_0055,TRIPLE,O01->S008->S005->S009->O01,S008->S005->S009,"[""S008-MED-01"", ""S005-MED-01"", ""S009-MED-01""]",C,True,True,True,True,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,COMMUNICATION_GEOMETRY,,6.23725474799354,,2315.2938260027936,10
TRIPLE_0056,TRIPLE,O01->S008->S005->S009->O01,S008->S005->S009,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S009-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,6.424368005082712,,2381.2938260027936,10
TRIPLE_0057,TRIPLE,O01->S008->S005->S010->O01,S008->S005->S010,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.488352006675738,,2477.33509777625,10
TRIPLE_0058,TRIPLE,O01->S008->S005->S010->O01,S008->S005->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.8814961437260616,,2537.33509777625,10
TRIPLE_0059,TRIPLE,O01->S008->S005->S010->O01,S008->S005->S010,"[""S008-MED-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.129547192346162,,2611.3828140441537,10
TRIPLE_0060,TRIPLE,O01->S008->S005->S010->O01,S008->S005->S010,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S010-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,7.316660449435333,,2677.3828140441537,10
TRIPLE_0061,TRIPLE,O01->S005->S013->S008->O01,S005->S013->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.05328699368704,,2636.7152119627603,10
TRIPLE_0062,TRIPLE,O01->S005->S013->S008->O01,S005->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,4.762483589339111,,2696.7152119627603,10
TRIPLE_0063,TRIPLE,O01->S005->S013->S008->O01,S005->S013->S008,"[""S008-MED-01"", ""S005-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,8.420495005860891,,2740.521509773633,10
TRIPLE_0064,TRIPLE,O01->S005->S013->S008->O01,S005->S013->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S013-MED-01""]",C,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,8.782435595172135,,2806.5215097736323,10
TRIPLE_0065,TRIPLE,O01->S008->S005->S013->O01,S008->S005->S013,"[""S008-MED-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.299053390418571,,2311.2012923870075,10
TRIPLE_0066,TRIPLE,O01->S008->S005->S013->O01,S008->S005->S013,"[""S008-MED-01"", ""S008-WAT-01"", ""S005-MED-01"", ""S013-MED-01""]",B,True,False,True,False,False,-6.213629794260157,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,False,NOT_EVALUATED_AFTER_GEOMETRY_FAIL,False,TRANSPORT_ENERGY_RESERVE,,3.692197527468895,,2371.2012923870075,10
