from_node,to_node,drone_type,communication_possible,worst_margin,relay_required,relay_required_duration,candidate_count,pipeline_called,evaluation_status,scenario,delta_backhaul_db,pipeline_sha256
S001,S010,C,True,2.918482904678413,True,286.90605936135614,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S001,S011,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S001,S012,C,False,-0.9784632899513781,True,391.0194570939889,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S001,S013,C,True,12.399222381273873,True,206.2788731240579,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S001,S014,C,True,1.7176137743184654,True,471.0757318303945,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S001,S015,C,True,0.8907832725306122,True,427.7148929944875,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,O01,C,False,-1.0449936776191464,True,531.4504060715234,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S001,C,False,-1.0449936776191464,True,327.56732730547253,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S003,C,False,-1.0449936776191464,True,953.006717399279,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S004,C,False,-1.0449936776191464,True,248.0866002943402,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S005,C,False,-1.0449936776191464,True,412.4181944695059,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S006,C,False,-1.0449936776191464,True,683.1761886256569,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S007,C,False,-1.0449936776191464,True,706.4474886337417,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S008,C,False,-1.0449936776191464,True,440.13584077272014,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S009,C,False,-1.0449936776191464,True,208.04988908042344,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S010,C,False,-1.0449936776191464,True,574.9301745031638,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S011,C,False,-1.0449936776191464,True,442.8953237306838,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S012,C,False,-1.0449936776191464,True,344.4524370171597,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S013,C,False,-1.0449936776191464,True,379.59772704479803,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S014,C,False,-1.0449936776191464,True,705.5697601911726,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S002,S015,C,False,-1.0449936776191464,True,731.4253301692032,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,O01,C,False,-0.8285638267358166,True,573.3498261419525,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S001,C,False,-0.8285638267358166,True,596.7432201241706,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S002,C,False,-1.0449936776191464,True,965.0350636601884,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S004,C,False,-0.8285638267358166,True,951.052204155144,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S005,C,False,-0.8285638267358166,True,714.8016450646871,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S006,C,False,-0.8285638267358166,True,450.0999429826352,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S007,C,False,-0.8285638267358166,True,242.16171094208266,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S008,C,False,-0.8285638267358166,True,863.0585041651982,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S009,C,False,-0.8285638267358166,True,877.0819453337431,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S010,C,False,-0.8285638267358166,True,901.2638520503745,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S011,C,False,-0.8285638267358166,True,435.34489052179106,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S012,C,False,-0.9784632899513781,True,1046.463635393332,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S013,C,False,-0.8285638267358166,True,891.8043552586471,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S014,C,False,-0.8285638267358166,True,1047.2928122423955,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S003,S015,C,False,-0.8285638267358166,True,240.75467096143552,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,O01,C,True,4.185182638468788,True,584.3519197562258,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S001,C,True,8.077872768647865,True,402.0174690144312,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S002,C,False,-1.0449936776191464,True,248.95939203448017,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S003,C,False,-0.8285638267358166,True,939.9185009059014,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S005,C,True,8.522617161903327,True,314.8380692380184,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S006,C,True,3.1443757405559722,True,660.8455619852165,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S007,C,True,8.522617161903327,True,268.3432995605468,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S008,C,True,8.13824386974872,True,295.2085774100209,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S009,C,True,1.3385510133129799,True,285.84403352369907,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S010,C,True,2.918482904678413,True,671.8165576022253,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S011,C,True,7.280977071864612,True,414.60816093194023,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S012,C,False,-0.9784632899513781,True,446.8128212140358,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S013,C,True,5.297945737201175,True,481.93025167631424,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S014,C,True,1.7176137743184654,True,854.2074898799405,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S004,S015,C,False,-2.142344585189363,True,670.1322151682474,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,O01,C,True,7.477418817803681,True,406.032212746793,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S001,C,True,11.920214911402752,True,244.1442520256503,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S002,C,False,-1.0449936776191464,True,409.98758180644813,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S003,C,False,-0.8285638267358166,True,700.405773822702,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S004,C,True,8.522617161903327,True,311.51226160822625,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S006,C,True,6.222112461609839,True,496.9438444309708,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S007,C,True,8.53891922285095,True,525.8967664622332,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S008,C,True,8.13824386974872,True,319.8484946872197,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S009,C,True,1.3385510133129799,True,310.58101689334603,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S010,C,True,2.918482904678413,True,590.0930554437703,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S011,C,True,11.920214911402752,True,248.53560765796556,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S012,C,False,-0.9784632899513781,True,483.5365887361386,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S013,C,True,7.6113031242627756,True,430.75453824021497,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S014,C,True,1.7176137743184654,True,822.7305916134483,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S005,S015,C,True,0.8907832725306122,True,491.47155012103804,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,O01,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S001,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S002,C,False,-1.0449936776191464,True,700.7778477934734,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S003,C,False,-0.8285638267358166,True,482.5197442387687,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S004,C,True,3.1443757405559722,True,680.6049574855132,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S005,C,True,6.222112461609839,True,519.1503797231842,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S007,C,True,13.433061582619217,True,288.6979711405628,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S008,C,True,3.800800140876845,True,688.0051359984237,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S009,C,True,1.3385510133129799,True,592.3977231474373,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S010,C,True,2.918482904678413,True,568.1400433753622,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S011,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S012,C,False,-0.9784632899513781,True,743.7813982803849,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S013,C,True,4.151652073208851,True,539.6042463601259,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S014,C,True,1.7176137743184654,True,700.0149917798826,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S006,S015,C,True,0.8907832725306122,True,401.90300678420317,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,O01,C,True,8.836081683362565,True,367.6271922653066,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S001,C,True,7.678828284435028,True,381.5864445376744,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S002,C,False,-1.0449936776191464,True,719.4603226016688,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S003,C,False,-0.8285638267358166,True,243.1735228992634,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S004,C,True,8.522617161903327,True,280.3632995605468,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S005,C,True,8.53891922285095,True,541.2839180737308,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S006,C,True,13.433061582619217,True,264.5096722762469,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S008,C,True,8.13824386974872,True,316.2155517578125,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S009,C,True,1.3385510133129799,True,627.3865558466066,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S010,C,True,2.918482904678413,True,650.4850238707734,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S011,C,True,12.852479773346403,True,224.90958752005463,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S012,C,False,-0.9784632899513781,True,776.1211459605579,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S013,C,True,3.8577935062462956,True,610.1634794393804,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S014,C,True,1.7176137743184654,True,852.6520232387847,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S007,S015,C,True,0.8907832725306122,True,224.53524835719304,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,O01,C,True,3.7863702057398427,True,581.4278411460512,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S001,C,True,6.426894086681088,True,437.2149431787907,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S002,C,False,-1.0449936776191464,True,445.2549978092445,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S003,C,False,-0.8285638267358166,True,856.2359101025343,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S004,C,True,8.13824386974872,True,299.46642965048113,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S005,C,True,8.13824386974872,True,327.42887190882493,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S006,C,True,3.800800140876845,True,658.3031998582587,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S007,C,True,8.13824386974872,True,308.4555517578126,2,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S009,C,True,1.3385510133129799,True,460.92772096645854,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
S008,S010,C,True,2.5907479698198443,True,758.2888891750813,3,True,COMPLETED,FEASIBILITY_RESTORED_0P1DB,0.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb
