from_node,to_node,drone_type,communication_possible,worst_margin,relay_required,relay_required_duration,candidate_count,pipeline_called,evaluation_status,scenario,delta_backhaul_db,pipeline_sha256,evaluation_mode
S001,S004,C,True,9.122867768647865,True,420.0664304303024,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S005,C,True,12.965209911402752,True,256.26692439567444,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S006,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S007,C,True,8.723823284435028,True,390.6433711715745,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S008,C,True,7.471889086681088,True,446.8406352127784,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S009,C,True,2.38354601331298,True,208.9037459148964,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S010,C,True,3.963477904678413,True,286.90605936135614,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S011,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S012,C,True,0.0665317100486219,True,391.0194570939889,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S013,C,True,13.444217381273873,True,206.2788731240579,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S014,C,True,2.7626087743184655,True,471.0757318303945,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S001,S015,C,True,1.935778272530612,True,427.7148929944875,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,O01,C,True,1.322380853485683e-06,True,531.4504060715234,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S001,C,True,1.322380853485683e-06,True,327.56732730547253,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S003,C,True,1.322380853485683e-06,True,953.006717399279,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S004,C,True,1.322380853485683e-06,True,248.0866002943402,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S005,C,True,1.322380853485683e-06,True,412.4181944695059,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S006,C,True,1.322380853485683e-06,True,683.1761886256569,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S007,C,True,1.322380853485683e-06,True,706.4474886337417,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S008,C,True,1.322380853485683e-06,True,440.13584077272014,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S009,C,True,1.322380853485683e-06,True,208.04988908042344,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S010,C,True,1.322380853485683e-06,True,574.9301745031638,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S011,C,True,1.322380853485683e-06,True,442.8953237306838,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S012,C,True,1.322380853485683e-06,True,344.4524370171597,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S013,C,True,1.322380853485683e-06,True,379.597727044798,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S014,C,True,1.322380853485683e-06,True,705.5697601911726,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S002,S015,C,True,1.322380853485683e-06,True,731.4253301692032,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,O01,C,True,0.21643117326418326,True,573.3498261419525,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S001,C,True,0.21643117326418326,True,596.7432201241706,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S002,C,True,1.322380853485683e-06,True,965.0350636601884,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S004,C,True,0.21643117326418326,True,951.052204155144,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S005,C,True,0.21643117326418326,True,714.8016450646871,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S006,C,True,0.21643117326418326,True,450.0999429826352,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S007,C,True,0.21643117326418326,True,242.16171094208264,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S008,C,True,0.21643117326418326,True,863.0585041651982,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S009,C,True,0.21643117326418326,True,877.0819453337431,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S010,C,True,0.21643117326418326,True,901.2638520503745,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S011,C,True,0.21643117326418326,True,435.3448905217911,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S012,C,True,0.0665317100486219,True,1046.463635393332,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S013,C,True,0.21643117326418326,True,891.8043552586471,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S014,C,True,0.21643117326418326,True,1047.2928122423957,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S003,S015,C,True,0.21643117326418326,True,240.75467096143552,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,O01,C,True,5.230177638468788,True,584.3519197562258,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S001,C,True,9.122867768647865,True,402.0174690144312,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S002,C,True,1.322380853485683e-06,True,248.95939203448015,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S003,C,True,0.21643117326418326,True,939.9185009059014,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S005,C,True,9.567612161903327,True,314.8380692380184,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S006,C,True,4.1893707405559715,True,660.8455619852165,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S007,C,True,9.567612161903327,True,268.3432995605468,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S008,C,True,9.18323886974872,True,295.2085774100209,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S009,C,True,2.38354601331298,True,285.84403352369907,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S010,C,True,3.963477904678413,True,671.8165576022253,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S011,C,True,8.325972071864612,True,414.6081609319402,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S012,C,True,0.0665317100486219,True,446.8128212140358,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S013,C,True,6.342940737201175,True,481.93025167631424,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S014,C,True,2.7626087743184655,True,854.2074898799405,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S004,S015,C,False,-1.0973495851893633,True,670.1322151682474,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,O01,C,True,8.522413817803681,True,406.032212746793,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S001,C,True,12.965209911402752,True,244.1442520256503,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S002,C,True,1.322380853485683e-06,True,409.9875818064481,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S003,C,True,0.21643117326418326,True,700.405773822702,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S004,C,True,9.567612161903327,True,311.51226160822625,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S006,C,True,7.2671074616098394,True,496.9438444309708,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S007,C,True,9.58391422285095,True,525.8967664622332,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S008,C,True,9.18323886974872,True,319.8484946872197,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S009,C,True,2.38354601331298,True,310.58101689334603,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S010,C,True,3.963477904678413,True,590.0930554437703,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S011,C,True,12.965209911402752,True,248.5356076579656,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S012,C,True,0.0665317100486219,True,483.5365887361386,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S013,C,True,8.656298124262774,True,430.75453824021497,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S014,C,True,2.7626087743184655,True,822.7305916134483,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S005,S015,C,True,1.935778272530612,True,491.4715501210381,3,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,O01,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S001,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S002,C,True,1.322380853485683e-06,True,700.7778477934734,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S003,C,True,0.21643117326418326,True,482.5197442387687,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S004,C,True,4.1893707405559715,True,680.6049574855132,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S005,C,True,7.2671074616098394,True,519.1503797231842,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S007,C,True,14.478056582619216,True,288.6979711405628,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S008,C,True,4.845795140876845,True,688.0051359984237,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S009,C,True,2.38354601331298,True,592.3977231474373,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S010,C,True,3.963477904678413,True,568.1400433753622,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S011,C,True,inf,False,0.0,0,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S012,C,True,0.0665317100486219,True,743.7813982803849,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S013,C,True,5.196647073208851,True,539.6042463601259,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S014,C,True,2.7626087743184655,True,700.0149917798826,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
S006,S015,C,True,1.935778272530612,True,401.9030067842032,2,True,COMPLETED,FEASIBILITY_RESTORED_1P1DB,1.1,5f5fc70d5ed19d36644cdad811b12bdac89d19f18393218c72fca28dae32afeb,POINTWISE_RESTORATION_DELTA_APPLIED
