route,visit_order,box_set,drone_type,payload_ok,volume_ok,reserve_ok,hard_deadline_ok,soft_lateness,relay_required_interval_count,best_access_margin,best_backhaul_margin,best_joint_margin,communication_pass,relay_energy_ok,route_feasible,mass_kg,volume_m3,energy_kwh,delivery_times
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S001-MED-02"", ""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,23.0,0.063,2.965807658502914,"{""S001"": 918.3055180620103, ""S008"": 1636.4864930371584}"
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S001-MED-02"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,23.0,0.063,5.622710971843894,"{""S001"": 978.9016197465805, ""S008"": 1762.8571231234214}"
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,48.0,0.14100000000000001,3.6034370197848573,"{""S001"": 948.3055180620103, ""S008"": 1756.4864930371584}"
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,48.0,0.14100000000000001,6.326952075212292,"{""S001"": 1002.9016197465805, ""S008"": 1894.8571231234214}"
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,51.0,0.153,3.605087422962119,"{""S001"": 1008.3055180620103, ""S008"": 1816.4864930371584}"
O01->S001->S008->O01,S001->S008,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,51.0,0.153,6.369863827614218,"{""S001"": 1068.9016197465805, ""S008"": 1960.8571231234214}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",B,False,False,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,157.0,0.406,3.0002364862856226,"{""S001"": 1668.3055180620104, ""S008"": 2356.4864930371587}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,157.0,0.406,6.6042435830569755,"{""S001"": 1806.9016197465805, ""S008"": 2554.8571231234214}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",B,False,False,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,171.0,0.433,3.1986963907946273,"{""S001"": 1698.3055180620104, ""S008"": 2416.4864930371587}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,171.0,0.433,6.718509922904907,"{""S001"": 1836.9016197465805, ""S008"": 2620.8571231234214}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,199.0,0.523,3.686507313040346,"{""S001"": 1788.3055180620104, ""S008"": 2596.4864930371587}"
O01->S001->S008->O01,S001->S008,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,199.0,0.523,7.195098648671468,"{""S001"": 1926.9016197465805, ""S008"": 2818.8571231234214}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01""]",B,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,3.0,0.012,2.5901172876989884,"{""S008"": 1173.1791567226169, ""S001"": 1837.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,3.0,0.012,5.42097307508187,"{""S008"": 1235.7273787685153, ""S001"": 1956.3359071523842}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,17.0,0.039,2.846369849504449,"{""S008"": 1233.1791567226169, ""S001"": 1897.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,17.0,0.039,5.563115184336905,"{""S008"": 1301.7273787685153, ""S001"": 2022.3359071523842}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,True,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,31.0,0.066,3.4690701561487773,"{""S008"": 1293.1791567226169, ""S001"": 1957.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,31.0,0.066,5.809641742478066,"{""S008"": 1367.7273787685153, ""S001"": 2088.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,45.0,0.129,3.4820628450742026,"{""S008"": 1413.1791567226169, ""S001"": 2077.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,45.0,0.129,6.183598348561455,"{""S008"": 1499.7273787685153, ""S001"": 2220.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,20.0,0.051000000000000004,2.955644314279493,"{""S008"": 1263.1791567226169, ""S001"": 1957.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,20.0,0.051000000000000004,5.615680581398134,"{""S008"": 1331.7273787685153, ""S001"": 2088.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S001-MED-02"", ""S008-MED-01"", ""S008-WAT-01""]",B,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,23.0,0.063,3.097605286573143,"{""S008"": 1293.1791567226169, ""S001"": 2017.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S001-MED-02"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,23.0,0.063,5.679055959980742,"{""S008"": 1361.7273787685153, ""S001"": 2154.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,48.0,0.14100000000000001,3.498018904404811,"{""S008"": 1443.1791567226169, ""S001"": 2137.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,True,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,True,False,48.0,0.14100000000000001,6.294476653614236,"{""S008"": 1529.7273787685153, ""S001"": 2286.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,51.0,0.153,3.524558648582201,"{""S008"": 1473.1791567226169, ""S001"": 2197.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-MED-01"", ""S001-MED-02"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,51.0,0.153,6.421278104467868,"{""S008"": 1559.7273787685153, ""S001"": 2352.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,157.0,0.406,4.300402464623964,"{""S008"": 1623.1791567226169, ""S001"": 2737.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,157.0,0.406,10.686311390871328,"{""S008"": 1685.7273787685153, ""S001"": 2946.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,171.0,0.433,4.313395153549389,"{""S008"": 1683.1791567226169, ""S001"": 2797.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-MED-01"", ""S008-WAT-01""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,171.0,0.433,10.699304079796752,"{""S008"": 1751.7273787685153, ""S001"": 3012.335907152384}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,199.0,0.523,4.33938053140024,"{""S008"": 1863.1791567226169, ""S001"": 2977.1164900381264}"
O01->S008->S001->O01,S008->S001,"[""S001-FOD-01"", ""S001-FOD-02"", ""S001-FOD-03"", ""S001-HYG-01"", ""S001-HYG-02"", ""S001-MED-01"", ""S001-MED-02"", ""S001-WAT-01"", ""S001-WAT-02"", ""S001-WAT-03"", ""S001-WAT-04"", ""S001-WAT-05"", ""S001-WAT-06"", ""S001-WAT-07"", ""S001-WAT-08"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,False,False,False,True,0.0,763,-6.475789479030624,4.04386118768889,-6.475789479030624,False,False,False,199.0,0.523,10.725289457647603,"{""S008"": 1949.7273787685153, ""S001"": 3210.335907152384}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01""]",B,True,True,True,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,True,False,3.0,0.012,3.0584598267225136,"{""S002"": 1071.9015443488845, ""S008"": 1680.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,3.0,0.012,6.411483265497518,"{""S002"": 1122.930586707283, ""S008"": 1791.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,17.0,0.039,3.445156742418213,"{""S002"": 1101.9015443488845, ""S008"": 1740.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,17.0,0.039,6.6260708520035365,"{""S002"": 1152.930586707283, ""S008"": 1857.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,31.0,0.066,4.38455565988205,"{""S002"": 1131.9015443488845, ""S008"": 1800.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,31.0,0.066,6.998098331824208,"{""S002"": 1182.930586707283, ""S008"": 1923.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,45.0,0.129,4.4043510989435335,"{""S002"": 1191.9015443488845, ""S008"": 1920.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,45.0,0.129,7.562324681947787,"{""S002"": 1242.930586707283, ""S008"": 2055.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",B,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,20.0,0.051000000000000004,3.532776632154428,"{""S002"": 1161.9015443488845, ""S008"": 1800.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,20.0,0.051000000000000004,6.665835902954079,"{""S002"": 1218.930586707283, ""S008"": 1923.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,34.0,0.078,4.015848190439856,"{""S002"": 1221.9015443488845, ""S008"": 1860.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-MED-01"", ""S008-WAT-01""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,34.0,0.078,6.911511704974428,"{""S002"": 1284.930586707283, ""S008"": 1989.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,48.0,0.14100000000000001,4.406409089954199,"{""S002"": 1251.9015443488845, ""S008"": 1980.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,48.0,0.14100000000000001,7.655555746426993,"{""S002"": 1308.930586707283, ""S008"": 2121.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,62.0,0.168,4.416013048003974,"{""S002"": 1311.9015443488845, ""S008"": 2040.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-MED-01"", ""S002-WAT-01"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,62.0,0.168,8.230087432678395,"{""S002"": 1374.930586707283, ""S008"": 2187.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,84.0,0.223,3.8960955057931606,"{""S002"": 1551.9015443488845, ""S008"": 2160.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01""]",C,False,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,84.0,0.223,9.127231194993605,"{""S002"": 1650.930586707283, ""S008"": 2319.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,98.0,0.25,4.0597519986673944,"{""S002"": 1581.9015443488845, ""S008"": 2220.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-MED-01"", ""S008-WAT-01""]",C,False,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,98.0,0.25,9.223404096099912,"{""S002"": 1680.930586707283, ""S008"": 2385.0664274800033}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",B,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,126.0,0.34,4.459916856231512,"{""S002"": 1671.9015443488845, ""S008"": 2400.120301991722}"
O01->S002->S008->O01,S002->S008,"[""S002-FOD-01"", ""S002-FOD-02"", ""S002-HYG-01"", ""S002-MED-01"", ""S002-WAT-01"", ""S002-WAT-02"", ""S002-WAT-03"", ""S002-WAT-04"", ""S008-FOD-01"", ""S008-HYG-01"", ""S008-MED-01"", ""S008-WAT-01"", ""S008-WAT-02""]",C,False,False,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,126.0,0.34,9.614574036665473,"{""S002"": 1770.930586707283, ""S008"": 2583.0664274800033}"
O01->S008->S002->O01,S008->S002,"[""S008-MED-01""]",B,True,True,True,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,True,False,3.0,0.012,3.0488285533497694,"{""S008"": 1173.1791567226169, ""S002"": 1754.803738068645}"
O01->S008->S002->O01,S008->S002,"[""S008-MED-01""]",C,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,3.0,0.012,6.404866757242772,"{""S008"": 1235.7273787685153, ""S002"": 1872.9823765777599}"
O01->S008->S002->O01,S008->S002,"[""S008-MED-01"", ""S008-WAT-01""]",B,True,True,False,True,0.0,1037,-6.919930217675258,4.337067544016406,-6.919930217675258,False,False,False,17.0,0.039,3.30508111515523,"{""S008"": 1233.1791567226169, ""S002"": 1814.803738068645}"
