candidate_id,route,visit_order,box_ids,drone_type,transport_feasible,hard_deadline_ok,communication_edge_feasible,soft_lateness,transport_energy,route_feasible_level,skeleton_id
Q3V2-000029,O01->S001->O01,S001,"[""S001-MED-01"", ""S001-HYG-02""]",C,True,True,True,0,1.9716910355669264,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000030,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-01""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000031,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-02""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000032,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-03""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000033,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-04""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000034,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-05""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000035,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-06""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000036,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-07""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000037,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-WAT-08""]",C,True,True,True,0,2.009030466190118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000038,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-FOD-01""]",C,True,True,True,0,1.979851119799428,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000039,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-FOD-02""]",C,True,True,True,0,1.979851119799428,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000040,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-FOD-03""]",C,True,True,True,0,1.979851119799428,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000041,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-HYG-01""]",C,True,True,True,0,1.9716910355669264,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000042,O01->S001->O01,S001,"[""S001-MED-02"", ""S001-HYG-02""]",C,True,True,True,0,1.9716910355669264,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000043,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-02""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000044,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-03""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000045,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-04""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000046,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-05""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000047,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-06""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000048,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000049,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000050,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000051,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000052,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000053,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000054,O01->S001->O01,S001,"[""S001-WAT-01"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000055,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-03""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000056,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-04""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000057,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-05""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000058,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-06""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000059,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000060,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000061,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000062,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000063,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000064,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000065,O01->S001->O01,S001,"[""S001-WAT-02"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000066,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-WAT-04""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000067,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-WAT-05""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000068,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-WAT-06""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000069,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000070,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000071,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000072,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000073,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000074,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000075,O01->S001->O01,S001,"[""S001-WAT-03"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000076,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-WAT-05""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000077,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-WAT-06""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000078,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000079,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000080,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000081,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000082,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000083,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000084,O01->S001->O01,S001,"[""S001-WAT-04"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000085,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-WAT-06""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000086,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000087,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000088,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000089,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000090,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000091,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000092,O01->S001->O01,S001,"[""S001-WAT-05"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000093,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-WAT-07""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000094,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000095,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000096,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000097,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000098,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000099,O01->S001->O01,S001,"[""S001-WAT-06"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000100,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-WAT-08""]",C,True,True,True,0,2.080878441998727,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000101,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000102,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000103,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000104,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000105,O01->S001->O01,S001,"[""S001-WAT-07"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000106,O01->S001->O01,S001,"[""S001-WAT-08"", ""S001-FOD-01""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000107,O01->S001->O01,S001,"[""S001-WAT-08"", ""S001-FOD-02""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000108,O01->S001->O01,S001,"[""S001-WAT-08"", ""S001-FOD-03""]",C,True,True,True,0,2.0386511411370143,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000109,O01->S001->O01,S001,"[""S001-WAT-08"", ""S001-HYG-01""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000110,O01->S001->O01,S001,"[""S001-WAT-08"", ""S001-HYG-02""]",C,True,True,True,0,2.026216295691595,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000111,O01->S001->O01,S001,"[""S001-FOD-01"", ""S001-FOD-02""]",C,True,True,True,0,2.0036870203675776,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000112,O01->S001->O01,S001,"[""S001-FOD-01"", ""S001-FOD-03""]",C,True,True,True,0,2.0036870203675776,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000113,O01->S001->O01,S001,"[""S001-FOD-01"", ""S001-HYG-01""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000114,O01->S001->O01,S001,"[""S001-FOD-01"", ""S001-HYG-02""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000115,O01->S001->O01,S001,"[""S001-FOD-02"", ""S001-FOD-03""]",C,True,True,True,0,2.0036870203675776,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000116,O01->S001->O01,S001,"[""S001-FOD-02"", ""S001-HYG-01""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000117,O01->S001->O01,S001,"[""S001-FOD-02"", ""S001-HYG-02""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000118,O01->S001->O01,S001,"[""S001-FOD-03"", ""S001-HYG-01""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000119,O01->S001->O01,S001,"[""S001-FOD-03"", ""S001-HYG-02""]",C,True,True,True,0,1.9935744040511625,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000120,O01->S001->O01,S001,"[""S001-HYG-01"", ""S001-HYG-02""]",C,True,True,True,0,1.9842307976180118,ROUTE_LEVEL_CANDIDATE,SK-00001
Q3V2-000121,O01->S004->O01,S004,"[""S004-MED-01""]",C,True,True,True,0,4.895518473408207,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000122,O01->S004->O01,S004,"[""S004-WAT-01""]",C,True,True,True,0,4.995229250613162,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000123,O01->S004->O01,S004,"[""S004-WAT-02""]",C,True,True,True,0,4.995229250613162,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000124,O01->S004->O01,S004,"[""S004-WAT-03""]",C,True,True,True,0,4.995229250613162,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000125,O01->S004->O01,S004,"[""S004-FOD-01""]",C,True,True,True,0,4.932567033033934,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000126,O01->S004->O01,S004,"[""S004-HYG-01""]",C,True,True,True,0,4.915887864937206,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000127,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-WAT-01""]",C,True,True,True,0,5.03320735467811,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000128,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-WAT-02""]",C,True,True,True,0,5.03320735467811,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000129,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-WAT-03""]",C,True,True,True,0,5.03320735467811,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000130,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-FOD-01""]",C,True,True,True,0,4.961632318369744,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000131,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-HYG-01""]",C,True,True,True,0,4.941734383752792,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000132,O01->S004->O01,S004,"[""S004-WAT-01"", ""S004-WAT-02""]",C,True,True,True,0,5.21083090605377,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000133,O01->S004->O01,S004,"[""S004-WAT-01"", ""S004-WAT-03""]",C,True,True,True,0,5.21083090605377,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000134,O01->S004->O01,S004,"[""S004-WAT-01"", ""S004-FOD-01""]",C,True,True,True,0,5.106265299587159,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000135,O01->S004->O01,S004,"[""S004-WAT-01"", ""S004-HYG-01""]",C,True,True,True,0,5.075559018725766,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000136,O01->S004->O01,S004,"[""S004-WAT-02"", ""S004-WAT-03""]",C,True,True,True,0,5.21083090605377,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000137,O01->S004->O01,S004,"[""S004-WAT-02"", ""S004-FOD-01""]",C,True,True,True,0,5.106265299587159,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000138,O01->S004->O01,S004,"[""S004-WAT-02"", ""S004-HYG-01""]",C,True,True,True,0,5.075559018725766,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000139,O01->S004->O01,S004,"[""S004-WAT-03"", ""S004-FOD-01""]",C,True,True,True,0,5.106265299587159,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000140,O01->S004->O01,S004,"[""S004-WAT-03"", ""S004-HYG-01""]",C,True,True,True,0,5.075559018725766,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000141,O01->S004->O01,S004,"[""S004-FOD-01"", ""S004-HYG-01""]",C,True,True,True,0,4.995229250613162,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000142,O01->S004->O01,S004,"[""S004-MED-01"", ""S004-WAT-01"", ""S004-WAT-02"", ""S004-WAT-03"", ""S004-FOD-01"", ""S004-HYG-01""]",C,True,True,True,0,6.176921994765144,ROUTE_LEVEL_CANDIDATE,SK-00002
Q3V2-000143,O01->S005->O01,S005,"[""S005-MED-01""]",C,True,True,True,0,3.3587763666355617,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000144,O01->S005->O01,S005,"[""S005-WAT-01""]",C,True,True,True,0,3.4275927260551997,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000145,O01->S005->O01,S005,"[""S005-WAT-02""]",C,True,True,True,0,3.4275927260551997,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000146,O01->S005->O01,S005,"[""S005-WAT-03""]",C,True,True,True,0,3.4275927260551997,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000147,O01->S005->O01,S005,"[""S005-FOD-01""]",C,True,True,True,0,3.3843925096506107,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000148,O01->S005->O01,S005,"[""S005-HYG-01""]",C,True,True,True,0,3.3728730326080454,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000149,O01->S005->O01,S005,"[""S005-MED-01"", ""S005-WAT-01""]",C,True,True,True,0,3.4537427915191627,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000150,O01->S005->O01,S005,"[""S005-MED-01"", ""S005-WAT-02""]",C,True,True,True,0,3.4537427915191627,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000151,O01->S005->O01,S005,"[""S005-MED-01"", ""S005-WAT-03""]",C,True,True,True,0,3.4537427915191627,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000152,O01->S005->O01,S005,"[""S005-MED-01"", ""S005-FOD-01""]",C,True,True,True,0,3.4044416313619785,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000153,O01->S005->O01,S005,"[""S005-MED-01"", ""S005-HYG-01""]",C,True,True,True,0,3.3907188655406992,ROUTE_LEVEL_CANDIDATE,SK-00003
Q3V2-000154,O01->S005->O01,S005,"[""S005-WAT-01"", ""S005-WAT-02""]",C,True,True,True,0,3.5758914880220316,ROUTE_LEVEL_CANDIDATE,SK-00003
