x,y,altitude,AGL,terrain_elevation_m,access_margin,backhaul_margin,joint_margin,stage
109.21914400714284,23.05926800571429,386.9954376220704,205.00000000000009,181.9954376220703,-1.464887666706474,0.714954790580066,-1.464887666706474,archived_seed_strict
109.21914400714284,23.05926800571429,391.9954376220704,210.00000000000009,181.9954376220703,-1.4658225109690903,0.7146399181527698,-1.4658225109690903,archived_seed_strict
109.21914400714284,23.05926800571429,396.9954376220704,215.00000000000009,181.9954376220703,-1.4667965543066686,0.7143185581331011,-1.4667965543066686,archived_seed_strict
109.21914400714284,23.05926800571429,401.9954376220704,220.00000000000009,181.9954376220703,-1.4678097703043136,0.7139907119628361,-1.4678097703043136,archived_seed_strict
109.21914400714284,23.05926800571429,406.9954376220704,225.00000000000009,181.9954376220703,-1.4688621314994776,0.7136563811125711,-1.4688621314994776,archived_seed_strict
109.20961236043405,23.052594476055233,608.4624328613281,198.0,410.4624328613281,-3.6803097453067295,11.32662685119881,-3.6803097453067295,strict_final
109.20961236043405,23.052594476055233,609.4624328613281,199.0,410.4624328613281,-3.6806297723852595,11.326488545318426,-3.6806297723852595,strict_final
109.20961236043405,23.052594476055233,610.4624328613281,200.0,410.4624328613281,-3.680950722429145,11.32634994401468,-3.680950722429145,strict_final
109.20958792624877,23.052594476055233,608.4624328613281,198.0,410.4624328613281,-3.681072243214288,11.324996147377249,-3.681072243214288,strict_final
109.20961236043405,23.052594476055233,611.4624328613281,201.0,410.4624328613281,-3.681272595232059,11.326211047315994,-3.681272595232059,strict_final
109.20958792624877,23.052594476055233,609.4624328613281,199.0,410.4624328613281,-3.6813922141121367,11.324857893417871,-3.6813922141121367,strict_final
109.20961236043405,23.052594476055233,612.4624328613281,202.0,410.4624328613281,-3.681595390587063,11.32607185525083,-3.681595390587063,strict_final
109.20958792624877,23.052594476055233,610.4624328613281,200.0,410.4624328613281,-3.6817131078174867,11.324719344144356,-3.6817131078174867,strict_final
109.20958792624877,23.052594476055233,611.4624328613281,201.0,410.4624328613281,-3.6820349241240535,11.324580499585124,-3.6820349241240535,strict_final
109.20958792624877,23.052594476055233,612.4624328613281,202.0,410.4624328613281,-3.682357662824984,11.324441359768642,-3.682357662824984,strict_final
109.20961236043405,23.05257199304614,608.4624328613281,198.0,410.4624328613281,-3.687390547512962,11.330302116197942,-3.687390547512962,strict_final
109.2095634920635,23.05257199304614,604.1612854003906,198.0,406.1612854003906,-3.6875555837554117,11.327628246722028,-3.6875555837554117,strict_final
109.20961236043405,23.05257199304614,609.4624328613281,199.0,410.4624328613281,-3.6877100532588543,11.330163693227007,-3.6877100532588543,strict_final
109.2095634920635,23.05257199304614,605.1612854003906,199.0,406.1612854003906,-3.6878710126106427,11.327491198889916,-3.6878710126106427,strict_final
109.20961236043405,23.05257199304614,610.4624328613281,200.0,410.4624328613281,-3.6880304805051054,11.330024974586351,-3.6880304805051054,strict_final
109.20958792624877,23.05257199304614,608.4624328613281,198.0,410.4624328613281,-3.6881518033542875,11.328670032050567,-3.6881518033542875,strict_final
109.2095634920635,23.05257199304614,606.1612854003906,200.0,406.1612854003906,-3.6881873635280726,11.327353855485356,-3.6881873635280726,strict_final
109.20953905787822,23.05257199304614,604.1612854003906,198.0,406.1612854003906,-3.688328630162516,11.325993416926224,-3.688328630162516,strict_final
109.20961236043405,23.05257199304614,611.4624328613281,201.0,410.4624328613281,-3.688351829046013,11.329885960304424,-3.688351829046013,strict_final
109.20958792624877,23.05257199304614,609.4624328613281,199.0,410.4624328613281,-3.688471253102392,11.328531661088562,-3.688471253102392,strict_final
109.2095634920635,23.05257199304614,607.1612854003906,201.0,406.1612854003906,-3.688504636304529,11.327216216536542,-3.688504636304529,strict_final
109.20953905787822,23.05257199304614,605.1612854003906,199.0,406.1612854003906,-3.6886440028782914,11.325856420672977,-3.6886440028782914,strict_final
109.20961236043405,23.05257199304614,612.4624328613281,202.0,410.4624328613281,-3.688674098675321,11.329746650409774,-3.688674098675321,strict_final
109.20958792624877,23.05257199304614,610.4624328613281,200.0,410.4624328613281,-3.688791624193456,11.328392994566258,-3.688791624193456,strict_final
109.2095634920635,23.05257199304614,608.1612854003906,202.0,406.1612854003906,-3.6888228307362994,11.327078282071682,-3.6888228307362994,strict_final
109.20953905787822,23.05257199304614,606.1612854003906,200.0,406.1612854003906,-3.688960297496237,11.325719128956905,-3.688960297496237,strict_final
109.20958792624877,23.05257199304614,611.4624328613281,201.0,410.4624328613281,-3.689112916421891,11.328254032512092,-3.689112916421891,strict_final
109.20953905787822,23.05257199304614,607.1612854003906,201.0,406.1612854003906,-3.6892775138132805,11.325581541806145,-3.6892775138132805,strict_final
109.20958792624877,23.05257199304614,612.4624328613281,202.0,410.4624328613281,-3.6894351295815255,11.328114774954585,-3.6894351295815255,strict_final
109.20953905787822,23.05257199304614,608.1612854003906,202.0,406.1612854003906,-3.6895956516257655,11.325443659248918,-3.6895956516257655,strict_final
109.20961236043405,23.05257199304614,658.4624328613281,248.0,410.4624328613281,-3.704490514166878,11.323019343728433,-3.704490514166878,strict_final
109.20961236043405,23.05257199304614,659.4624328613281,249.0,410.4624328613281,-3.704855832169926,11.322866173292454,-3.704855832169926,strict_final
109.20961236043405,23.05257199304614,660.4624328613281,250.0,410.4624328613281,-3.7052220607168067,11.322712708681692,-3.7052220607168067,strict_final
109.20958792624877,23.05257199304614,658.4624328613281,248.0,410.4624328613281,-3.705248778784039,11.321389993649774,-3.705248778784039,strict_final
109.20961236043405,23.05257199304614,661.4624328613281,251.0,410.4624328613281,-3.7055891995745753,11.322558949927526,-3.7055891995745753,strict_final
109.20958792624877,23.05257199304614,659.4624328613281,249.0,410.4624328613281,-3.705614033011969,11.321236880667215,-3.705614033011969,strict_final
109.20961236043405,23.05257199304614,662.4624328613281,252.0,410.4624328613281,-3.705957248509776,11.322404897061375,-3.705957248509776,strict_final
109.20958792624877,23.05257199304614,660.4624328613281,250.0,410.4624328613281,-3.70598019763014,11.321083473618188,-3.70598019763014,strict_final
109.20958792624877,23.05257199304614,661.4624328613281,251.0,410.4624328613281,-3.706347272405708,11.320929772534043,-3.706347272405708,strict_final
109.20958792624877,23.05257199304614,662.4624328613281,252.0,410.4624328613281,-3.7067152571052873,11.320775777446187,-3.7067152571052873,strict_final
109.21914400714284,23.05926800571429,296.99543762207037,115.00000000000006,181.9954376220703,-9.278333395902834,0.7195116455277031,-9.278333395902834,archived_seed_strict
109.21914400714284,23.05926800571429,291.99543762207037,110.00000000000006,181.9954376220703,-9.278435668990184,0.7197030182724973,-9.278435668990184,archived_seed_strict
109.21914400714284,23.05926800571429,286.99543762207037,105.00000000000006,181.9954376220703,-9.278544460796454,0.7198878806767226,-9.278544460796454,archived_seed_strict
109.21914400714284,23.05926800571429,281.99543762207037,100.00000000000006,181.9954376220703,-9.278659770831695,0.720066231908632,-9.278659770831695,archived_seed_strict
109.21914400714284,23.05926800571429,276.99543762207037,95.00000000000006,181.9954376220703,-9.278781598576671,0.7202380711656815,-9.278781598576671,archived_seed_strict
109.21914400714284,23.05926800571429,271.9954376220703,90.0,181.9954376220703,-9.278909943482788,0.7204033976745734,-9.278909943482788,archived_seed_strict
109.21914400714284,23.05926800571429,266.99543762207037,85.00000000000006,181.9954376220703,-9.279044804972159,0.7205622106912557,-9.279044804972159,archived_seed_strict
109.21914400714284,23.05926800571429,261.9954376220703,80.0,181.9954376220703,-9.279186182437627,0.7207145095009224,-9.279186182437627,archived_seed_strict
109.21914400714284,23.05926800571429,256.99543762207037,75.00000000000006,181.9954376220703,-9.279334075242701,0.7208602934180135,-9.279334075242701,archived_seed_strict
109.21914400714284,23.05926800571429,251.9954376220703,70.0,181.9954376220703,-9.279488482721646,0.7209995617862575,-9.279488482721646,archived_seed_strict
109.21914400714284,23.05926800571429,246.9954376220703,65.0,181.9954376220703,-9.279649404179438,0.7211323139786856,-9.279649404179438,archived_seed_strict
109.21914400714284,23.05926800571429,241.9954376220703,60.0,181.9954376220703,-9.279816838891804,0.7212585493975894,-9.279816838891804,archived_seed_strict
109.21914400714284,23.05926800571429,236.9954376220703,55.0,181.9954376220703,-9.279990786105202,0.721378267474563,-9.279990786105202,archived_seed_strict
109.21914400714284,23.05926800571429,231.9954376220703,50.0,181.9954376220703,-9.280171245036883,0.7214914676705177,-9.280171245036883,archived_seed_strict
109.22057506666668,23.05957748666667,246.40565490722656,65.0,181.40565490722656,-9.287495297375528,0.713319591320186,-9.287495297375528,archived_seed_strict
109.22057506666668,23.05957748666667,241.40565490722656,60.0,181.40565490722656,-9.287663197477684,0.7134448320576467,-9.287663197477684,archived_seed_strict
109.22057506666668,23.05957748666667,236.40565490722656,55.0,181.40565490722656,-9.287837598277164,0.7135635671189533,-9.287837598277164,archived_seed_strict
109.22057506666668,23.05957748666667,231.40565490722656,50.0,181.40565490722656,-9.288018498990567,0.713675795970417,-9.288018498990567,archived_seed_strict
